ensembl_gene_symbol	ensembl_gene_id	ensembl_transcript_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene	data_source
BLCAP	ENSG00000166619.15	ENST00000373537.7	BLCAP	HGNC:1055	BLCAP	10904	NA	NA	bushmanlab
BLM	ENSG00000197299.13	ENST00000355112.8	BLM	HGNC:1058	BLM	641	NA	NA	bushmanlab
BLNK	ENSG00000095585.17	ENST00000224337.10	BLNK	HGNC:14211	BLNK	29760	NA	NA	bushmanlab
BMI1	ENSG00000168283.14	ENST00000376663.8	BMI1	HGNC:1066	BMI1	648	NA	NA	bushmanlab
BMP4	ENSG00000125378.16	ENST00000245451.9	BMP4	HGNC:1071	BMP4	652	NA	NA	bushmanlab
BMP5	ENSG00000112175.8	ENST00000370830.4	BMP5	HGNC:1072	BMP5	653	NA	NA	bushmanlab
BMPR1A	ENSG00000107779.14	ENST00000372037.8	BMPR1A	HGNC:1076	BMPR1A	657	NA	NA	bushmanlab
BNIP3	ENSG00000176171.12	ENST00000368636.9	BNIP3	HGNC:1084	BNIP3	664	NA	NA	bushmanlab
BNIP3L	ENSG00000104765.16	ENST00000380629.7	BNIP3L	HGNC:1085	BNIP3L	665	NA	NA	bushmanlab
BOK	ENSG00000176720.6	ENST00000318407.5	BOK	HGNC:1087	BOK	666	NA	NA	bushmanlab
BOP1	ENSG00000261236.8	ENST00000569669.6	BOP1	HGNC:15519	BOP1	23246	NA	NA	bushmanlab
BORCS8-MEF2B	ENSG00000064489.23	ENST00000514819.7	BORCS8-MEF2B	HGNC:39979	BORCS8-MEF2B	4207	NA	NA	bushmanlab
BRAF	ENSG00000157764.14	ENST00000644969.2	BRAF	HGNC:1097	BRAF	673	NA	NA	bushmanlab
BRAT1	ENSG00000106009.16	ENST00000340611.9	BRAT1	HGNC:21701	BRAT1	221927	NA	NA	bushmanlab
BRCA1	ENSG00000012048.23	ENST00000357654.9	BRCA1	HGNC:1100	BRCA1	672	NA	NA	bushmanlab
BRCA2	ENSG00000139618.17	ENST00000380152.8	BRCA2	HGNC:1101	BRCA2	675	NA	NA	bushmanlab
BRD2	ENSG00000204256.14	ENST00000374825.9	BRD2	HGNC:1103	BRD2	6046	NA	NA	bushmanlab
BRD3	ENSG00000169925.17	ENST00000303407.12	BRD3	HGNC:1104	BRD3	8019	NA	NA	bushmanlab
BRD4	ENSG00000141867.19	ENST00000679869.1	BRD4	HGNC:13575	BRD4	23476	NA	NA	bushmanlab
BRIP1	ENSG00000136492.10	ENST00000259008.7	BRIP1	HGNC:20473	BRIP1	83990	NA	NA	bushmanlab
BRMS1	ENSG00000174744.14	ENST00000359957.8	BRMS1	HGNC:17262	BRMS1	25855	NA	NA	bushmanlab
BRWD3	ENSG00000165288.11	ENST00000373275.5	BRWD3	HGNC:17342	BRWD3	254065	NA	NA	bushmanlab
BSPRY	ENSG00000119411.11	ENST00000374183.5	BSPRY	HGNC:18232	BSPRY	54836	NA	NA	bushmanlab
BTBD19	ENSG00000222009.8	ENST00000450269.5	BTBD19	HGNC:27145	BTBD19	149478	NA	NA	bushmanlab
BTG1	ENSG00000133639.6	ENST00000256015.5	BTG1	HGNC:1130	BTG1	694	NA	NA	bushmanlab
BTG2	ENSG00000159388.6	ENST00000290551.5	BTG2	HGNC:1131	BTG2	7832	NA	NA	bushmanlab
BTK	ENSG00000010671.17	ENST00000308731.8	BTK	HGNC:1133	BTK	695	NA	NA	bushmanlab
BTRC	ENSG00000166167.18	ENST00000370187.8	BTRC	HGNC:1144	BTRC	8945	NA	NA	bushmanlab
BUB1	ENSG00000169679.15	ENST00000302759.11	BUB1	HGNC:1148	BUB1	699	NA	NA	bushmanlab
BUB1B	ENSG00000156970.13	ENST00000287598.11	BUB1B	HGNC:1149	BUB1B	701	NA	NA	bushmanlab
BYSL	ENSG00000112578.10	ENST00000230340.9	BYSL	HGNC:1157	BYSL	705	NA	NA	bushmanlab
C15orf65	ENSG00000261652.3	ENST00000569691.2	PIERCE2	HGNC:44654	PIERCE2	145788	NA	NA	bushmanlab
C2CD5	ENSG00000111731.13	ENST00000446597.6	C2CD5	HGNC:29062	C2CD5	9847	NA	NA	bushmanlab
C3AR1	ENSG00000171860.5	ENST00000307637.5	C3AR1	HGNC:1319	C3AR1	719	NA	NA	bushmanlab
CACNA1D	ENSG00000157388.20	ENST00000350061.11	CACNA1D	HGNC:1391	CACNA1D	776	NA	NA	bushmanlab
CADM4	ENSG00000105767.3	ENST00000222374.3	CADM4	HGNC:30825	CADM4	199731	NA	NA	bushmanlab
CADPS2	ENSG00000081803.17	ENST00000449022.7	CADPS2	HGNC:16018	CADPS2	93664	NA	NA	bushmanlab
CAGE1	ENSG00000164304.16	ENST00000502583.6	CAGE1	HGNC:21622	CAGE1	285782	NA	NA	bushmanlab
CALCA	ENSG00000110680.13	ENST00000331587.9	CALCA	HGNC:1437	CALCA	796	NA	NA	bushmanlab
CALCR	ENSG00000004948.16	ENST00000426151.7	CALCR	HGNC:1440	CALCR	799	NA	NA	bushmanlab
CALR	ENSG00000179218.15	ENST00000316448.10	CALR	HGNC:1455	CALR	811	NA	NA	bushmanlab
CAMK2B	ENSG00000058404.20	ENST00000395749.7	CAMK2B	HGNC:1461	CAMK2B	816	NA	NA	bushmanlab
CAMK2D	ENSG00000145349.18	ENST00000511664.6	CAMK2D	HGNC:1462	CAMK2D	817	NA	NA	bushmanlab
CAMKK2	ENSG00000110931.19	ENST00000404169.8	CAMKK2	HGNC:1470	CAMKK2	10645	NA	NA	bushmanlab
CAMTA1	ENSG00000171735.19	ENST00000303635.12	CAMTA1	HGNC:18806	CAMTA1	23261	NA	NA	bushmanlab
CANT1	ENSG00000171302.17	ENST00000392446.10	CANT1	HGNC:19721	CANT1	124583	NA	NA	bushmanlab
CAPG	ENSG00000042493.16	ENST00000263867.9	CAPG	HGNC:1474	CAPG	822	NA	NA	bushmanlab
CARD10	ENSG00000100065.15	ENST00000251973.10	CARD10	HGNC:16422	CARD10	29775	NA	NA	bushmanlab
CARD11	ENSG00000198286.10	ENST00000396946.9	CARD11	HGNC:16393	CARD11	84433	NA	NA	bushmanlab
CARD8	ENSG00000105483.18	ENST00000651546.1	CARD8	HGNC:17057	CARD8	22900	NA	NA	bushmanlab
CARS1	ENSG00000110619.18	ENST00000380525.9	CARS1	HGNC:1493	CARS1	833	NA	NA	bushmanlab
CARTPT	ENSG00000164326.5	ENST00000296777.5	CARTPT	HGNC:24323	CARTPT	9607	NA	NA	bushmanlab
CASC3	ENSG00000108349.17	ENST00000264645.12	CASC3	HGNC:17040	CASC3	22794	NA	NA	bushmanlab
CASP1	ENSG00000137752.24	ENST00000533400.6	CASP1	HGNC:1499	CASP1	834	NA	NA	bushmanlab
CASP3	ENSG00000164305.19	ENST00000308394.9	CASP3	HGNC:1504	CASP3	836	NA	NA	bushmanlab
CASP7	ENSG00000165806.21	ENST00000369318.8	CASP7	HGNC:1508	CASP7	840	NA	NA	bushmanlab
CASP8	ENSG00000064012.23	ENST00000673742.1	CASP8	HGNC:1509	CASP8	841	NA	NA	bushmanlab
CASP8AP2	ENSG00000118412.13	ENST00000551025.4	CASP8AP2	HGNC:1510	CASP8AP2	9994	NA	NA	bushmanlab
CASP9	ENSG00000132906.18	ENST00000333868.10	CASP9	HGNC:1511	CASP9	842	NA	NA	bushmanlab
CASR	ENSG00000036828.17	ENST00000639785.2	CASR	HGNC:1514	CASR	846	NA	NA	bushmanlab
CASZ1	ENSG00000130940.15	ENST00000377022.8	CASZ1	HGNC:26002	CASZ1	54897	NA	NA	bushmanlab
CAV1	ENSG00000105974.13	ENST00000341049.7	CAV1	HGNC:1527	CAV1	857	NA	NA	bushmanlab
CAVIN3	ENSG00000170955.10	ENST00000303927.4	CAVIN3	HGNC:9400	CAVIN3	112464	NA	NA	bushmanlab
CBFA2T3	ENSG00000129993.15	ENST00000268679.9	CBFA2T3	HGNC:1537	CBFA2T3	863	NA	NA	bushmanlab
CBFB	ENSG00000067955.15	ENST00000412916.7	CBFB	HGNC:1539	CBFB	865	NA	NA	bushmanlab
CBL	ENSG00000110395.7	ENST00000264033.6	CBL	HGNC:1541	CBL	867	NA	NA	bushmanlab
CBLB	ENSG00000114423.23	ENST00000394030.8	CBLB	HGNC:1542	CBLB	868	NA	NA	bushmanlab
CBLC	ENSG00000142273.13	ENST00000647358.2	CBLC	HGNC:15961	CBLC	23624	NA	NA	bushmanlab
CBX4	ENSG00000141582.15	ENST00000269397.9	CBX4	HGNC:1554	CBX4	8535	NA	NA	bushmanlab
CBX7	ENSG00000100307.13	ENST00000216133.10	CBX7	HGNC:1557	CBX7	23492	NA	NA	bushmanlab
CCAR2	ENSG00000158941.17	ENST00000308511.9	CCAR2	HGNC:23360	CCAR2	57805	NA	NA	bushmanlab
CCDC6	ENSG00000108091.11	ENST00000263102.7	CCDC6	HGNC:18782	CCDC6	8030	NA	NA	bushmanlab
CCL7	ENSG00000108688.11	ENST00000378569.2	CCL7	HGNC:10634	CCL7	6354	NA	NA	bushmanlab
CCN1	ENSG00000142871.18	ENST00000451137.7	CCN1	HGNC:2654	CCN1	3491	NA	NA	bushmanlab
CCN2	ENSG00000118523.6	ENST00000367976.4	CCN2	HGNC:2500	CCN2	1490	NA	NA	bushmanlab
CCN3	ENSG00000136999.5	ENST00000259526.4	CCN3	HGNC:7885	CCN3	4856	NA	NA	bushmanlab
CCN5	ENSG00000064205.11	ENST00000190983.5	CCN5	HGNC:12770	CCN5	8839	NA	NA	bushmanlab
CCN6	ENSG00000112761.22	ENST00000368666.7	CCN6	HGNC:12771	CCN6	8838	NA	NA	bushmanlab
CCNA1	ENSG00000133101.10	ENST00000255465.7	CCNA1	HGNC:1577	CCNA1	8900	NA	NA	bushmanlab
CCNA2	ENSG00000145386.11	ENST00000274026.10	CCNA2	HGNC:1578	CCNA2	890	NA	NA	bushmanlab
CCNB1	ENSG00000134057.15	ENST00000256442.10	CCNB1	HGNC:1579	CCNB1	891	NA	NA	bushmanlab
CCNB1IP1	ENSG00000100814.18	ENST00000358932.9	CCNB1IP1	HGNC:19437	CCNB1IP1	57820	NA	NA	bushmanlab
CCNC	ENSG00000112237.13	ENST00000520429.6	CCNC	HGNC:1581	CCNC	892	NA	NA	bushmanlab
CCND1	ENSG00000110092.4	ENST00000227507.3	CCND1	HGNC:1582	CCND1	595	NA	NA	bushmanlab
CCND2	ENSG00000118971.9	ENST00000261254.8	CCND2	HGNC:1583	CCND2	894	NA	NA	bushmanlab
CCND2-AS1	ENSG00000255920.4	ENST00000663068.1	CCND2-AS1	HGNC:49398	CCND2-AS1	103752584	NA	NA	bushmanlab
CCND3	ENSG00000112576.13	ENST00000372991.9	CCND3	HGNC:1585	CCND3	896	NA	NA	bushmanlab
CCNE1	ENSG00000105173.14	ENST00000262643.8	CCNE1	HGNC:1589	CCNE1	898	NA	NA	bushmanlab
CCNF	ENSG00000162063.13	ENST00000397066.9	CCNF	HGNC:1591	CCNF	899	NA	NA	bushmanlab
CCNG1	ENSG00000113328.19	ENST00000340828.7	CCNG1	HGNC:1592	CCNG1	900	NA	NA	bushmanlab
CCNH	ENSG00000134480.16	ENST00000256897.9	CCNH	HGNC:1594	CCNH	902	NA	NA	bushmanlab
CCNT1	ENSG00000129315.11	ENST00000261900.8	CCNT1	HGNC:1599	CCNT1	904	NA	NA	bushmanlab
CCR1	ENSG00000163823.4	ENST00000296140.4	CCR1	HGNC:1602	CCR1	1230	NA	NA	bushmanlab
CCR2	ENSG00000121807.7	ENST00000445132.3	CCR2	HGNC:1603	CCR2	729230	NA	NA	bushmanlab
CCR4	ENSG00000183813.7	ENST00000330953.6	CCR4	HGNC:1605	CCR4	1233	NA	NA	bushmanlab
CCR7	ENSG00000126353.3	ENST00000246657.2	CCR7	HGNC:1608	CCR7	1236	NA	NA	bushmanlab
CCR9	ENSG00000173585.17	ENST00000357632.7	CCR9	HGNC:1610	CCR9	10803	NA	NA	bushmanlab
CD109	ENSG00000156535.15	ENST00000287097.6	CD109	HGNC:21685	CD109	135228	NA	NA	bushmanlab
CD151	ENSG00000177697.19	ENST00000397420.9	CD151	HGNC:1630	CD151	977	NA	NA	bushmanlab
CD200	ENSG00000091972.18	ENST00000315711.12	CD200	HGNC:7203	CD200	4345	NA	NA	bushmanlab
CD209	ENSG00000090659.18	ENST00000315599.12	CD209	HGNC:1641	CD209	30835	NA	NA	bushmanlab
CD248	ENSG00000174807.4	ENST00000311330.4	CD248	HGNC:18219	CD248	57124	NA	NA	bushmanlab
CD274	ENSG00000120217.14	ENST00000381577.4	CD274	HGNC:17635	CD274	29126	NA	NA	bushmanlab
CD28	ENSG00000178562.18	ENST00000324106.9	CD28	HGNC:1653	CD28	940	NA	NA	bushmanlab
CD2AP	ENSG00000198087.7	ENST00000359314.5	CD2AP	HGNC:14258	CD2AP	23607	NA	NA	bushmanlab
CD38	ENSG00000004468.13	ENST00000226279.8	CD38	HGNC:1667	CD38	952	NA	NA	bushmanlab
CD44	ENSG00000026508.21	ENST00000428726.8	CD44	HGNC:1681	CD44	960	NA	NA	bushmanlab
CD46	ENSG00000117335.20	ENST00000367042.6	CD46	HGNC:6953	CD46	4179	NA	NA	bushmanlab
CD52	ENSG00000169442.9	ENST00000374213.3	CD52	HGNC:1804	CD52	1043	NA	NA	bushmanlab
CD53	ENSG00000143119.14	ENST00000271324.6	CD53	HGNC:1686	CD53	963	NA	NA	bushmanlab
CD55	ENSG00000196352.17	ENST00000367064.9	CD55	HGNC:2665	CD55	1604	NA	NA	bushmanlab
CD59	ENSG00000085063.17	ENST00000642928.2	CD59	HGNC:1689	CD59	966	NA	NA	bushmanlab
CD6	ENSG00000013725.14	ENST00000313421.11	CD6	HGNC:1691	CD6	923	NA	NA	bushmanlab
CD69	ENSG00000110848.8	ENST00000228434.7	CD69	HGNC:1694	CD69	969	NA	NA	bushmanlab
CD74	ENSG00000019582.17	ENST00000009530.13	CD74	HGNC:1697	CD74	972	NA	NA	bushmanlab
CD79A	ENSG00000105369.10	ENST00000221972.8	CD79A	HGNC:1698	CD79A	973	NA	NA	bushmanlab
CD79B	ENSG00000007312.13	ENST00000006750.8	CD79B	HGNC:1699	CD79B	974	NA	NA	bushmanlab
CD82	ENSG00000085117.12	ENST00000227155.9	CD82	HGNC:6210	CD82	3732	NA	NA	bushmanlab
CD9	ENSG00000010278.15	ENST00000009180.10	CD9	HGNC:1709	CD9	928	NA	NA	bushmanlab
CDA	ENSG00000158825.6	ENST00000375071.4	CDA	HGNC:1712	CDA	978	NA	NA	bushmanlab
CDC20	ENSG00000117399.14	ENST00000310955.11	CDC20	HGNC:1723	CDC20	991	NA	NA	bushmanlab
CDC25A	ENSG00000164045.12	ENST00000302506.8	CDC25A	HGNC:1725	CDC25A	993	NA	NA	bushmanlab
CDC25B	ENSG00000101224.18	ENST00000245960.10	CDC25B	HGNC:1726	CDC25B	994	NA	NA	bushmanlab
CDC25C	ENSG00000158402.21	ENST00000323760.11	CDC25C	HGNC:1727	CDC25C	995	NA	NA	bushmanlab
CDC27	ENSG00000004897.12	ENST00000066544.8	CDC27	HGNC:1728	CDC27	996	NA	NA	bushmanlab
CDC34	ENSG00000099804.9	ENST00000215574.9	CDC34	HGNC:1734	CDC34	997	NA	NA	bushmanlab
CDC42	ENSG00000070831.17	ENST00000656825.1	CDC42	HGNC:1736	CDC42	998	NA	NA	bushmanlab
CDC42EP1	ENSG00000128283.7	ENST00000249014.5	CDC42EP1	HGNC:17014	CDC42EP1	11135	NA	NA	bushmanlab
CDC6	ENSG00000094804.12	ENST00000209728.9	CDC6	HGNC:1744	CDC6	990	NA	NA	bushmanlab
CDC73	ENSG00000134371.14	ENST00000367435.5	CDC73	HGNC:16783	CDC73	79577	NA	NA	bushmanlab
CDCP1	ENSG00000163814.8	ENST00000296129.6	CDCP1	HGNC:24357	CDCP1	64866	NA	NA	bushmanlab
CDH1	ENSG00000039068.20	ENST00000261769.10	CDH1	HGNC:1748	CDH1	999	NA	NA	bushmanlab
CDH10	ENSG00000040731.10	ENST00000264463.8	CDH10	HGNC:1749	CDH10	1008	NA	NA	bushmanlab
CDH11	ENSG00000140937.14	ENST00000268603.9	CDH11	HGNC:1750	CDH11	1009	NA	NA	bushmanlab
CDH13	ENSG00000140945.17	ENST00000567109.6	CDH13	HGNC:1753	CDH13	1012	NA	NA	bushmanlab
CDH17	ENSG00000079112.10	ENST00000027335.8	CDH17	HGNC:1756	CDH17	1015	NA	NA	bushmanlab
CDH20	ENSG00000101542.10	ENST00000262717.9	CDH20	HGNC:1760	CDH20	28316	NA	NA	bushmanlab
CDH3	ENSG00000062038.15	ENST00000264012.9	CDH3	HGNC:1762	CDH3	1001	NA	NA	bushmanlab
CDK1	ENSG00000170312.17	ENST00000395284.8	CDK1	HGNC:1722	CDK1	983	NA	NA	bushmanlab
CDK11A	ENSG00000008128.23	ENST00000404249.8	CDK11A	HGNC:1730	CDK11A	728642	NA	NA	bushmanlab
CDK11B	ENSG00000248333.9	ENST00000341832.11	CDK11B	HGNC:1729	CDK11B	984	NA	NA	bushmanlab
CDK12	ENSG00000167258.15	ENST00000447079.6	CDK12	HGNC:24224	CDK12	51755	NA	NA	bushmanlab
CDK16	ENSG00000102225.17	ENST00000357227.9	CDK16	HGNC:8749	CDK16	5127	NA	NA	bushmanlab
CDK18	ENSG00000117266.16	ENST00000429964.7	CDK18	HGNC:8751	CDK18	5129	NA	NA	bushmanlab
CDK2	ENSG00000123374.11	ENST00000266970.9	CDK2	HGNC:1771	CDK2	1017	NA	NA	bushmanlab
CDK20	ENSG00000156345.18	ENST00000325303.9	CDK20	HGNC:21420	CDK20	23552	NA	NA	bushmanlab
CDK2AP1	ENSG00000111328.7	ENST00000261692.7	CDK2AP1	HGNC:14002	CDK2AP1	8099	NA	NA	bushmanlab
CDK4	ENSG00000135446.17	ENST00000257904.11	CDK4	HGNC:1773	CDK4	1019	NA	NA	bushmanlab
CDK5	ENSG00000164885.13	ENST00000485972.6	CDK5	HGNC:1774	CDK5	1020	NA	NA	bushmanlab
CDK5R1	ENSG00000176749.9	ENST00000313401.4	CDK5R1	HGNC:1775	CDK5R1	8851	NA	NA	bushmanlab
CDK6	ENSG00000105810.10	ENST00000424848.3	CDK6	HGNC:1777	CDK6	1021	NA	NA	bushmanlab
CDK7	ENSG00000134058.12	ENST00000256443.8	CDK7	HGNC:1778	CDK7	1022	NA	NA	bushmanlab
CDKN1A	ENSG00000124762.14	ENST00000244741.10	CDKN1A	HGNC:1784	CDKN1A	1026	NA	NA	bushmanlab
CDKN1B	ENSG00000111276.12	ENST00000228872.9	CDKN1B	HGNC:1785	CDKN1B	1027	NA	NA	bushmanlab
CDKN1C	ENSG00000129757.15	ENST00000440480.8	CDKN1C	HGNC:1786	CDKN1C	1028	NA	NA	bushmanlab
CDKN2A	ENSG00000147889.18	ENST00000304494.10	CDKN2A	HGNC:1787	CDKN2A	1029	NA	NA	bushmanlab
CDKN2B	ENSG00000147883.12	ENST00000276925.7	CDKN2B	HGNC:1788	CDKN2B	1030	NA	NA	bushmanlab
CDKN2C	ENSG00000123080.12	ENST00000371761.4	CDKN2C	HGNC:1789	CDKN2C	1031	NA	NA	bushmanlab
CDKN2D	ENSG00000129355.7	ENST00000393599.3	CDKN2D	HGNC:1790	CDKN2D	1032	NA	NA	bushmanlab
CDKN3	ENSG00000100526.21	ENST00000335183.11	CDKN3	HGNC:1791	CDKN3	1033	NA	NA	bushmanlab
CDT1	ENSG00000167513.9	ENST00000301019.9	CDT1	HGNC:24576	CDT1	81620	NA	NA	bushmanlab
CDX2	ENSG00000165556.10	ENST00000381020.8	CDX2	HGNC:1806	CDX2	1045	NA	NA	bushmanlab
CEACAM1	ENSG00000079385.23	ENST00000161559.11	CEACAM1	HGNC:1814	CEACAM1	634	NA	NA	bushmanlab
CEACAM5	ENSG00000105388.17	ENST00000221992.11	CEACAM5	HGNC:1817	CEACAM5	1048	NA	NA	bushmanlab
CEACAM7	ENSG00000007306.15	ENST00000401731.6	CEACAM7	HGNC:1819	CEACAM7	1087	NA	NA	bushmanlab
CEBPA	ENSG00000245848.3	ENST00000498907.3	CEBPA	HGNC:1833	CEBPA	1050	NA	NA	bushmanlab
CEBPB	ENSG00000172216.6	ENST00000303004.5	CEBPB	HGNC:1834	CEBPB	1051	NA	NA	bushmanlab
CEBPE	ENSG00000092067.6	ENST00000206513.6	CEBPE	HGNC:1836	CEBPE	1053	NA	NA	bushmanlab
CELA1	ENSG00000139610.2	ENST00000293636.2	CELA1	HGNC:3308	CELA1	1990	NA	NA	bushmanlab
CELF2	ENSG00000048740.19	ENST00000633077.2	CELF2	HGNC:2550	CELF2	10659	NA	NA	bushmanlab
CEMIP	ENSG00000103888.17	ENST00000394685.8	CEMIP	HGNC:29213	CEMIP	57214	NA	NA	bushmanlab
CENPF	ENSG00000117724.14	ENST00000366955.8	CENPF	HGNC:1857	CENPF	1063	NA	NA	bushmanlab
CENPW	ENSG00000203760.9	ENST00000368328.5	CENPW	HGNC:21488	CENPW	387103	NA	NA	bushmanlab
CEP43	ENSG00000213066.13	ENST00000366847.9	CEP43	HGNC:17012	CEP43	11116	NA	NA	bushmanlab
CEP57	ENSG00000166037.11	ENST00000325542.10	CEP57	HGNC:30794	CEP57	9702	NA	NA	bushmanlab
CEP89	ENSG00000121289.18	ENST00000305768.10	CEP89	HGNC:25907	CEP89	84902	NA	NA	bushmanlab
CFAP20	ENSG00000070761.8	ENST00000262498.8	CFAP20	HGNC:29523	CFAP20	29105	NA	NA	bushmanlab
CFAP99	ENSG00000206113.11	ENST00000635017.1	CFAP99	HGNC:51180	CFAP99	402160	NA	NA	bushmanlab
CFLAR	ENSG00000003402.21	ENST00000309955.8	CFLAR	HGNC:1876	CFLAR	8837	NA	NA	bushmanlab
CFP	ENSG00000126759.14	ENST00000396992.8	CFP	HGNC:8864	CFP	5199	NA	NA	bushmanlab
CHCHD7	ENSG00000170791.18	ENST00000355315.8	CHCHD7	HGNC:28314	CHCHD7	79145	NA	NA	bushmanlab
CHD2	ENSG00000173575.22	ENST00000394196.9	CHD2	HGNC:1917	CHD2	1106	NA	NA	bushmanlab
CHD3	ENSG00000170004.18	ENST00000330494.12	CHD3	HGNC:1918	CHD3	1107	NA	NA	bushmanlab
CHD4	ENSG00000111642.16	ENST00000544040.7	CHD4	HGNC:1919	CHD4	1108	NA	NA	bushmanlab
CHD5	ENSG00000116254.18	ENST00000262450.8	CHD5	HGNC:16816	CHD5	26038	NA	NA	bushmanlab
CHD6	ENSG00000124177.16	ENST00000373233.8	CHD6	HGNC:19057	CHD6	84181	NA	NA	bushmanlab
CHD9	ENSG00000177200.18	ENST00000447540.6	CHD9	HGNC:25701	CHD9	80205	NA	NA	bushmanlab
CHEK2	ENSG00000183765.23	ENST00000404276.6	CHEK2	HGNC:16627	CHEK2	11200	NA	NA	bushmanlab
CHFR	ENSG00000072609.18	ENST00000450056.7	CHFR	HGNC:20455	CHFR	55743	NA	NA	bushmanlab
CHGA	ENSG00000100604.13	ENST00000216492.10	CHGA	HGNC:1929	CHGA	1113	NA	NA	bushmanlab
CHIC2	ENSG00000109220.11	ENST00000263921.8	CHIC2	HGNC:1935	CHIC2	26511	NA	NA	bushmanlab
CHKA	ENSG00000110721.12	ENST00000265689.9	CHKA	HGNC:1937	CHKA	1119	NA	NA	bushmanlab
CHL1	ENSG00000134121.10	ENST00000256509.7	CHL1	HGNC:1939	CHL1	10752	NA	NA	bushmanlab
CHN1	ENSG00000128656.15	ENST00000409900.9	CHN1	HGNC:1943	CHN1	1123	NA	NA	bushmanlab
CHRNB4	ENSG00000117971.12	ENST00000261751.8	CHRNB4	HGNC:1964	CHRNB4	1143	NA	NA	bushmanlab
CHST11	ENSG00000171310.11	ENST00000303694.6	CHST11	HGNC:17422	CHST11	50515	NA	NA	bushmanlab
CIC	ENSG00000079432.9	ENST00000681038.1	CIC	HGNC:14214	CIC	23152	NA	NA	bushmanlab
CIITA	ENSG00000179583.20	ENST00000324288.14	CIITA	HGNC:7067	CIITA	4261	NA	NA	bushmanlab
CIP2A	ENSG00000163507.15	ENST00000295746.13	CIP2A	HGNC:29302	CIP2A	57650	NA	NA	bushmanlab
CIRBP	ENSG00000099622.14	ENST00000587896.6	CIRBP	HGNC:1982	CIRBP	1153	NA	NA	bushmanlab
CITED2	ENSG00000164442.10	ENST00000367651.4	CITED2	HGNC:1987	CITED2	10370	NA	NA	bushmanlab
CITED4	ENSG00000179862.7	ENST00000372638.4	CITED4	HGNC:18696	CITED4	163732	NA	NA	bushmanlab
CKS1B	ENSG00000173207.13	ENST00000308987.6	CKS1B	HGNC:19083	CKS1B	1163	NA	NA	bushmanlab
CKS1BP7	ENSG00000254331.1	ENST00000522230.1	CKS1BP7	HGNC:1999	CKS1BP7	137529	NA	NA	bushmanlab
CKS2	ENSG00000123975.5	ENST00000314355.7	CKS2	HGNC:2000	CKS2	1164	NA	NA	bushmanlab
CLDN10	ENSG00000134873.10	ENST00000299339.3	CLDN10	HGNC:2033	CLDN10	9071	NA	NA	bushmanlab
CLDN4	ENSG00000189143.10	ENST00000340958.4	CLDN4	HGNC:2046	CLDN4	1364	NA	NA	bushmanlab
CLDN6	ENSG00000184697.7	ENST00000328796.5	CLDN6	HGNC:2048	CLDN6	9074	NA	NA	bushmanlab
CLDN7	ENSG00000181885.18	ENST00000360325.11	CLDN7	HGNC:2049	CLDN7	1366	NA	NA	bushmanlab
CLDN9	ENSG00000213937.4	ENST00000445369.3	CLDN9	HGNC:2051	CLDN9	9080	NA	NA	bushmanlab
CLEC1B	ENSG00000165682.15	ENST00000298527.11	CLEC1B	HGNC:24356	CLEC1B	51266	NA	NA	bushmanlab
CLIC1	ENSG00000213719.8	ENST00000375784.7	CLIC1	HGNC:2062	CLIC1	1192	NA	NA	bushmanlab
CLIC4	ENSG00000169504.15	ENST00000374379.9	CLIC4	HGNC:13518	CLIC4	25932	NA	NA	bushmanlab
CLIP1	ENSG00000130779.22	ENST00000620786.5	CLIP1	HGNC:10461	CLIP1	6249	NA	NA	bushmanlab
CLP1	ENSG00000172409.7	ENST00000533682.2	CLP1	HGNC:16999	CLP1	10978	NA	NA	bushmanlab
CLSPN	ENSG00000092853.14	ENST00000318121.8	CLSPN	HGNC:19715	CLSPN	63967	NA	NA	bushmanlab
CLTC	ENSG00000141367.12	ENST00000269122.8	CLTC	HGNC:2092	CLTC	1213	NA	NA	bushmanlab
CLTCL1	ENSG00000070371.16	ENST00000427926.6	CLTCL1	HGNC:2093	CLTCL1	8218	NA	NA	bushmanlab
CLU	ENSG00000120885.22	ENST00000316403.15	CLU	HGNC:2095	CLU	1191	NA	NA	bushmanlab
CMC4	ENSG00000182712.16	ENST00000369484.8	CMC4	HGNC:35428	CMC4	100272147	NA	NA	bushmanlab
CMTM7	ENSG00000153551.14	ENST00000334983.10	CMTM7	HGNC:19178	CMTM7	112616	NA	NA	bushmanlab
CNBD1	ENSG00000176571.12	ENST00000518476.6	CNBD1	HGNC:26663	CNBD1	168975	NA	NA	bushmanlab
CNBP	ENSG00000169714.17	ENST00000422453.7	CNBP	HGNC:13164	CNBP	7555	NA	NA	bushmanlab
CNNM4	ENSG00000158158.12	ENST00000377075.3	CNNM4	HGNC:105	CNNM4	26504	NA	NA	bushmanlab
CNOT3	ENSG00000088038.19	ENST00000221232.11	CNOT3	HGNC:7879	CNOT3	4849	NA	NA	bushmanlab
CNR2	ENSG00000188822.8	ENST00000374472.5	CNR2	HGNC:2160	CNR2	1269	NA	NA	bushmanlab
CNTN4	ENSG00000144619.15	ENST00000418658.6	CNTN4	HGNC:2174	CNTN4	152330	NA	NA	bushmanlab
