ensembl_gene_symbol	ensembl_gene_id	hgnc_symbol	hgnc_id	refseq_gene_symbol	ncbi_gene_id	oncogene	tsgene
PLCG2	ENSG00000197943.11	PLCG2	HGNC:9066	PLCG2	5336	TRUE	FALSE
PLCH2	ENSG00000149527.18	PLCH2	HGNC:29037	PLCH2	9651	FALSE	FALSE
PLK1	ENSG00000166851.15	PLK1	HGNC:9077	PLK1	5347	TRUE	FALSE
PLK2	ENSG00000145632.15	PLK2	HGNC:19699	PLK2	10769	FALSE	FALSE
PLPP3	ENSG00000162407.9	PLPP3	HGNC:9229	PLPP3	8613	NA	NA
PLXNB2	ENSG00000196576.16	PLXNB2	HGNC:9104	PLXNB2	23654	TRUE	TRUE
PMAIP1	ENSG00000141682.12	PMAIP1	HGNC:9108	PMAIP1	5366	FALSE	TRUE
PML	ENSG00000140464.20	PML	HGNC:9113	PML	5371	TRUE	TRUE
PMS1	ENSG00000064933.19	PMS1	HGNC:9121	PMS1	5378	FALSE	TRUE
PMS2	ENSG00000122512.16	PMS2	HGNC:9122	PMS2	5395	FALSE	TRUE
PNRC1	ENSG00000146278.11	PNRC1	HGNC:17278	PNRC1	10957	FALSE	FALSE
POLA1	ENSG00000101868.13	POLA1	HGNC:9173	POLA1	5422	FALSE	FALSE
POLD1	ENSG00000062822.16	POLD1	HGNC:9175	POLD1	5424	FALSE	TRUE
POLE	ENSG00000177084.18	POLE	HGNC:9177	POLE	5426	FALSE	TRUE
POLG	ENSG00000140521.17	POLG	HGNC:9179	POLG	5428	FALSE	FALSE
POLH	ENSG00000170734.12	POLH	HGNC:9181	POLH	5429	FALSE	FALSE
POLQ	ENSG00000051341.15	POLQ	HGNC:9186	POLQ	10721	TRUE	TRUE
PORCN	ENSG00000102312.24	PORCN	HGNC:17652	PORCN	64840	FALSE	FALSE
POT1	ENSG00000128513.16	POT1	HGNC:17284	POT1	25913	FALSE	TRUE
POU2AF1	ENSG00000110777.12	POU2AF1	HGNC:9211	POU2AF1	5450	TRUE	FALSE
POU2F2	ENSG00000028277.22	POU2F2	HGNC:9213	POU2F2	5452	FALSE	FALSE
POU3F2	ENSG00000184486.10	POU3F2	HGNC:9215	POU3F2	5454	TRUE	FALSE
POU3F4	ENSG00000196767.9	POU3F4	HGNC:9217	POU3F4	5456	TRUE	FALSE
POU5F1	ENSG00000204531.21	POU5F1	HGNC:9221	POU5F1	5460	TRUE	FALSE
PPARA	ENSG00000186951.17	PPARA	HGNC:9232	PPARA	5465	NA	NA
PPARG	ENSG00000132170.24	PPARG	HGNC:9236	PPARG	5468	TRUE	FALSE
PPFIBP1	ENSG00000110841.14	PPFIBP1	HGNC:9249	PPFIBP1	8496	FALSE	FALSE
PPHLN1	ENSG00000134283.18	PPHLN1	HGNC:19369	PPHLN1	51535	NA	NA
PPM1D	ENSG00000170836.13	PPM1D	HGNC:9277	PPM1D	8493	TRUE	FALSE
PPP1CB	ENSG00000213639.10	PPP1CB	HGNC:9282	PPP1CB	5500	NA	NA
PPP1R15A	ENSG00000087074.8	PPP1R15A	HGNC:14375	PPP1R15A	23645	TRUE	FALSE
PPP2R1A	ENSG00000105568.18	PPP2R1A	HGNC:9302	PPP2R1A	5518	FALSE	TRUE
PPP2R2A	ENSG00000221914.11	PPP2R2A	HGNC:9304	PPP2R2A	5520	FALSE	TRUE
PPP2R3B	ENSG00000167393.18	PPP2R3B	HGNC:13417	PPP2R3B	28227	FALSE	TRUE
PPP4R2	ENSG00000163605.15	PPP4R2	HGNC:18296	PPP4R2	151987	FALSE	FALSE
PPP6C	ENSG00000119414.12	PPP6C	HGNC:9323	PPP6C	5537	FALSE	TRUE
PRAM1	ENSG00000133246.12	PRAM1	HGNC:30091	PRAM1	84106	TRUE	FALSE
PRCC	ENSG00000143294.15	PRCC	HGNC:9343	PRCC	5546	FALSE	FALSE
PRDM1	ENSG00000057657.17	PRDM1	HGNC:9346	PRDM1	639	FALSE	TRUE
PRDM14	ENSG00000147596.4	PRDM14	HGNC:14001	PRDM14	63978	FALSE	FALSE
PRDM16	ENSG00000142611.17	PRDM16	HGNC:14000	PRDM16	63976	TRUE	FALSE
PRDM2	ENSG00000116731.23	PRDM2	HGNC:9347	PRDM2	7799	FALSE	TRUE
PRDM9	ENSG00000164256.11	PRDM9	HGNC:13994	PRDM9	56979	FALSE	FALSE
PREX2	ENSG00000046889.19	PREX2	HGNC:22950	PREX2	80243	FALSE	FALSE
PRF1	ENSG00000180644.8	PRF1	HGNC:9360	PRF1	5551	FALSE	TRUE
PRKACA	ENSG00000072062.15	PRKACA	HGNC:9380	PRKACA	5566	TRUE	FALSE
PRKAR1A	ENSG00000108946.16	PRKAR1A	HGNC:9388	PRKAR1A	5573	FALSE	FALSE
PRKCA	ENSG00000154229.12	PRKCA	HGNC:9393	PRKCA	5578	TRUE	TRUE
PRKCB	ENSG00000166501.14	PRKCB	HGNC:9395	PRKCB	5579	FALSE	FALSE
PRKCD	ENSG00000163932.15	PRKCD	HGNC:9399	PRKCD	5580	FALSE	FALSE
PRKCI	ENSG00000163558.13	PRKCI	HGNC:9404	PRKCI	5584	TRUE	FALSE
PRKD1	ENSG00000184304.17	PRKD1	HGNC:9407	PRKD1	5587	FALSE	FALSE
PRKD2	ENSG00000105287.13	PRKD2	HGNC:17293	PRKD2	25865	FALSE	FALSE
PRKDC	ENSG00000253729.8	PRKDC	HGNC:9413	PRKDC	5591	TRUE	TRUE
PRKG2	ENSG00000138669.10	PRKG2	HGNC:9416	PRKG2	5593	NA	NA
PRKN	ENSG00000185345.24	PRKN	HGNC:8607	PRKN	5071	FALSE	TRUE
PRLR	ENSG00000113494.17	PRLR	HGNC:9446	PRLR	5618	FALSE	FALSE
PROM1	ENSG00000007062.12	PROM1	HGNC:9454	PROM1	8842	FALSE	FALSE
PRPF40B	ENSG00000110844.14	PRPF40B	HGNC:25031	PRPF40B	25766	FALSE	FALSE
PRPF8	ENSG00000174231.17	PRPF8	HGNC:17340	PRPF8	10594	FALSE	TRUE
PRRX1	ENSG00000116132.12	PRRX1	HGNC:9142	PRRX1	5396	FALSE	FALSE
PRSS1	ENSG00000204983.15	PRSS1	HGNC:9475	PRSS1	5644	FALSE	FALSE
PRSS8	ENSG00000052344.16	PRSS8	HGNC:9491	PRSS8	5652	NA	NA
PSIP1	ENSG00000164985.15	PSIP1	HGNC:9527	PSIP1	11168	TRUE	FALSE
PSMB2	ENSG00000126067.12	PSMB2	HGNC:9539	PSMB2	5690	TRUE	FALSE
PTCH1	ENSG00000185920.18	PTCH1	HGNC:9585	PTCH1	5727	FALSE	TRUE
PTCH2	ENSG00000117425.14	PTCH2	HGNC:9586	PTCH2	8643	FALSE	FALSE
PTCSC3	ENSG00000259104.2	PTCSC3	HGNC:43959	PTCSC3	100886964	NA	NA
PTEN	ENSG00000171862.12	PTEN	HGNC:9588	PTEN	5728	FALSE	TRUE
PTGS2	ENSG00000073756.13	PTGS2	HGNC:9605	PTGS2	5743	TRUE	FALSE
PTK2	ENSG00000169398.19	PTK2	HGNC:9611	PTK2	5747	TRUE	FALSE
PTK2B	ENSG00000120899.18	PTK2B	HGNC:9612	PTK2B	2185	FALSE	FALSE
PTK6	ENSG00000101213.7	PTK6	HGNC:9617	PTK6	5753	TRUE	TRUE
PTMA	ENSG00000187514.17	PTMA	HGNC:9623	PTMA	5757	FALSE	TRUE
PTP4A1	ENSG00000112245.13	PTP4A1	HGNC:9634	PTP4A1	7803	FALSE	FALSE
PTPA	ENSG00000119383.21	PTPA	HGNC:9308	PTPA	5524	FALSE	TRUE
PTPN1	ENSG00000196396.10	PTPN1	HGNC:9642	PTPN1	5770	TRUE	TRUE
PTPN11	ENSG00000179295.19	PTPN11	HGNC:9644	PTPN11	5781	TRUE	FALSE
PTPN12	ENSG00000127947.16	PTPN12	HGNC:9645	PTPN12	5782	FALSE	TRUE
PTPN13	ENSG00000163629.13	PTPN13	HGNC:9646	PTPN13	5783	FALSE	TRUE
PTPN14	ENSG00000152104.12	PTPN14	HGNC:9647	PTPN14	5784	FALSE	TRUE
PTPN2	ENSG00000175354.20	PTPN2	HGNC:9650	PTPN2	5771	FALSE	TRUE
PTPN6	ENSG00000111679.17	PTPN6	HGNC:9658	PTPN6	5777	FALSE	TRUE
PTPRB	ENSG00000127329.16	PTPRB	HGNC:9665	PTPRB	5787	FALSE	TRUE
PTPRC	ENSG00000081237.20	PTPRC	HGNC:9666	PTPRC	5788	FALSE	TRUE
PTPRD	ENSG00000153707.19	PTPRD	HGNC:9668	PTPRD	5789	FALSE	TRUE
PTPRJ	ENSG00000149177.14	PTPRJ	HGNC:9673	PTPRJ	5795	FALSE	FALSE
PTPRK	ENSG00000152894.15	PTPRK	HGNC:9674	PTPRK	5796	FALSE	TRUE
PTPRN2	ENSG00000155093.19	PTPRN2	HGNC:9677	PTPRN2	5799	FALSE	TRUE
PTPRS	ENSG00000105426.18	PTPRS	HGNC:9681	PTPRS	5802	FALSE	TRUE
PTPRT	ENSG00000196090.13	PTPRT	HGNC:9682	PTPRT	11122	FALSE	TRUE
PTPRU	ENSG00000060656.20	PTPRU	HGNC:9683	PTPRU	10076	FALSE	FALSE
PTPRZ1	ENSG00000106278.12	PTPRZ1	HGNC:9685	PTPRZ1	5803	NA	NA
PTTG1	ENSG00000164611.13	PTTG1	HGNC:9690	PTTG1	9232	TRUE	FALSE
PUDP	ENSG00000130021.15	PUDP	HGNC:16818	PUDP	8226	FALSE	TRUE
PUM1	ENSG00000134644.16	PUM1	HGNC:14957	PUM1	9698	FALSE	FALSE
PWWP2A	ENSG00000170234.13	PWWP2A	HGNC:29406	PWWP2A	114825	FALSE	FALSE
QKI	ENSG00000112531.17	QKI	HGNC:21100	QKI	9444	FALSE	TRUE
RAB2A	ENSG00000104388.15	RAB2A	HGNC:9763	RAB2A	5862	NA	NA
RAB35	ENSG00000111737.12	RAB35	HGNC:9774	RAB35	11021	TRUE	FALSE
RABAC1	ENSG00000105404.11	RABAC1	HGNC:9794	RABAC1	10567	FALSE	TRUE
RABEP1	ENSG00000029725.17	RABEP1	HGNC:17677	RABEP1	9135	FALSE	FALSE
RABL3	ENSG00000144840.10	RABL3	HGNC:18072	RABL3	285282	NA	NA
RAC1	ENSG00000136238.18	RAC1	HGNC:9801	RAC1	5879	TRUE	FALSE
RAC2	ENSG00000128340.15	RAC2	HGNC:9802	RAC2	5880	TRUE	FALSE
RACGAP1	ENSG00000161800.13	RACGAP1	HGNC:9804	RACGAP1	29127	FALSE	TRUE
RAD17	ENSG00000152942.19	RAD17	HGNC:9807	RAD17	5884	FALSE	TRUE
RAD21	ENSG00000164754.16	RAD21	HGNC:9811	RAD21	5885	FALSE	TRUE
RAD23B	ENSG00000119318.13	RAD23B	HGNC:9813	RAD23B	5887	FALSE	FALSE
RAD50	ENSG00000113522.14	RAD50	HGNC:9816	RAD50	10111	FALSE	TRUE
RAD51	ENSG00000051180.17	RAD51	HGNC:9817	RAD51	5888	FALSE	TRUE
RAD51B	ENSG00000182185.19	RAD51B	HGNC:9822	RAD51B	5890	FALSE	TRUE
RAD51C	ENSG00000108384.15	RAD51C	HGNC:9820	RAD51C	5889	FALSE	TRUE
RAD51D	ENSG00000185379.21	RAD51D	HGNC:9823	RAD51D	5892	FALSE	TRUE
RAD52	ENSG00000002016.18	RAD52	HGNC:9824	RAD52	5893	FALSE	FALSE
RAD54L	ENSG00000085999.13	RAD54L	HGNC:9826	RAD54L	8438	FALSE	FALSE
RAF1	ENSG00000132155.14	RAF1	HGNC:9829	RAF1	5894	TRUE	FALSE
RALGDS	ENSG00000160271.16	RALGDS	HGNC:9842	RALGDS	5900	FALSE	FALSE
RANBP2	ENSG00000153201.16	RANBP2	HGNC:9848	RANBP2	5903	TRUE	FALSE
RAP1GDS1	ENSG00000138698.15	RAP1GDS1	HGNC:9859	RAP1GDS1	5910	TRUE	FALSE
RAPGEF1	ENSG00000107263.19	RAPGEF1	HGNC:4568	RAPGEF1	2889	FALSE	FALSE
RARA	ENSG00000131759.18	RARA	HGNC:9864	RARA	5914	FALSE	FALSE
RARB	ENSG00000077092.20	RARB	HGNC:9865	RARB	5915	FALSE	TRUE
RARG	ENSG00000172819.17	RARG	HGNC:9866	RARG	5916	FALSE	FALSE
RASA1	ENSG00000145715.15	RASA1	HGNC:9871	RASA1	5921	FALSE	TRUE
RASA2	ENSG00000155903.14	RASA2	HGNC:9872	RASA2	5922	FALSE	FALSE
RASGRF1	ENSG00000058335.16	RASGRF1	HGNC:9875	RASGRF1	5923	FALSE	FALSE
RASGRF2	ENSG00000113319.13	RASGRF2	HGNC:9876	RASGRF2	5924	FALSE	FALSE
RB1	ENSG00000139687.16	RB1	HGNC:9884	RB1	5925	FALSE	TRUE
RB1CC1	ENSG00000023287.13	RB1CC1	HGNC:15574	RB1CC1	9821	FALSE	FALSE
RBBP6	ENSG00000122257.20	RBBP6	HGNC:9889	RBBP6	5930	FALSE	FALSE
RBM10	ENSG00000182872.16	RBM10	HGNC:9896	RBM10	8241	FALSE	TRUE
RBM15	ENSG00000162775.17	RBM15	HGNC:14959	RBM15	64783	TRUE	TRUE
RBM39	ENSG00000131051.24	RBM39	HGNC:15923	RBM39	9584	FALSE	FALSE
RBPMS	ENSG00000157110.16	RBPMS	HGNC:19097	RBPMS	11030	NA	NA
RCC2	ENSG00000179051.14	RCC2	HGNC:30297	RCC2	55920	FALSE	FALSE
RCSD1	ENSG00000198771.11	RCSD1	HGNC:28310	RCSD1	92241	NA	NA
RECQL	ENSG00000004700.16	RECQL	HGNC:9948	RECQL	5965	FALSE	TRUE
RECQL4	ENSG00000160957.15	RECQL4	HGNC:9949	RECQL4	9401	FALSE	TRUE
REL	ENSG00000162924.15	REL	HGNC:9954	REL	5966	TRUE	FALSE
RELA	ENSG00000173039.20	RELA	HGNC:9955	RELA	5970	TRUE	FALSE
RELN	ENSG00000189056.15	RELN	HGNC:9957	RELN	5649	FALSE	FALSE
REST	ENSG00000084093.19	REST	HGNC:9966	REST	5978	FALSE	TRUE
RET	ENSG00000165731.21	RET	HGNC:9967	RET	5979	TRUE	FALSE
REV3L	ENSG00000009413.16	REV3L	HGNC:9968	REV3L	5980	TRUE	FALSE
RFWD3	ENSG00000168411.14	RFWD3	HGNC:25539	RFWD3	55159	FALSE	TRUE
RGPD3	ENSG00000153165.19	RGPD3	HGNC:32416	RGPD3	653489	FALSE	FALSE
RGS7	ENSG00000182901.18	RGS7	HGNC:10003	RGS7	6000	FALSE	FALSE
RHBDF2	ENSG00000129667.13	RHBDF2	HGNC:20788	RHBDF2	79651	FALSE	FALSE
RHEB	ENSG00000106615.10	RHEB	HGNC:10011	RHEB	6009	TRUE	FALSE
RHOA	ENSG00000067560.14	RHOA	HGNC:667	RHOA	387	TRUE	FALSE
RHOB	ENSG00000143878.10	RHOB	HGNC:668	RHOB	388	TRUE	TRUE
RHOH	ENSG00000168421.13	RHOH	HGNC:686	RHOH	399	FALSE	TRUE
RHPN2	ENSG00000131941.8	RHPN2	HGNC:19974	RHPN2	85415	FALSE	FALSE
RICTOR	ENSG00000164327.13	RICTOR	HGNC:28611	RICTOR	253260	TRUE	FALSE
RING1	ENSG00000204227.5	RING1	HGNC:10018	RING1	6015	NA	NA
RINT1	ENSG00000135249.8	RINT1	HGNC:21876	RINT1	60561	FALSE	FALSE
RIPK1	ENSG00000137275.16	RIPK1	HGNC:10019	RIPK1	8737	TRUE	FALSE
RIT1	ENSG00000143622.11	RIT1	HGNC:10023	RIT1	6016	TRUE	FALSE
RMI2	ENSG00000175643.10	RMI2	HGNC:28349	RMI2	116028	FALSE	TRUE
RMRP	ENSG00000277027.1	RMRP	HGNC:10031	RMRP	6023	NA	NA
RNASEH2A	ENSG00000104889.7	RNASEH2A	HGNC:18518	RNASEH2A	10535	TRUE	FALSE
RNASEH2B	ENSG00000136104.21	RNASEH2B	HGNC:25671	RNASEH2B	79621	FALSE	TRUE
RNASEL	ENSG00000135828.11	RNASEL	HGNC:10050	RNASEL	6041	FALSE	FALSE
RNF111	ENSG00000157450.16	RNF111	HGNC:17384	RNF111	54778	FALSE	TRUE
RNF130	ENSG00000113269.14	RNF130	HGNC:18280	RNF130	55819	NA	NA
RNF213	ENSG00000173821.20	RNF213	HGNC:14539	RNF213	57674	FALSE	FALSE
RNF43	ENSG00000108375.13	RNF43	HGNC:18505	RNF43	54894	FALSE	TRUE
ROBO1	ENSG00000169855.21	ROBO1	HGNC:10249	ROBO1	6091	FALSE	TRUE
ROBO2	ENSG00000185008.17	ROBO2	HGNC:10250	ROBO2	6092	FALSE	TRUE
ROCK2	ENSG00000134318.15	ROCK2	HGNC:10252	ROCK2	9475	FALSE	FALSE
ROS1	ENSG00000047936.11	ROS1	HGNC:10261	ROS1	6098	TRUE	FALSE
RPL10	ENSG00000147403.18	RPL10	HGNC:10298	RPL10	6134	FALSE	TRUE
RPL11	ENSG00000142676.14	RPL11	HGNC:10301	RPL11	6135	NA	NA
RPL15	ENSG00000174748.22	RPL15	HGNC:10306	RPL15	6138	NA	NA
RPL22	ENSG00000116251.11	RPL22	HGNC:10315	RPL22	6146	FALSE	TRUE
RPL23	ENSG00000125691.14	RPL23	HGNC:10316	RPL23	9349	NA	NA
RPL26	ENSG00000161970.15	RPL26	HGNC:10327	RPL26	6154	NA	NA
RPL27	ENSG00000131469.15	RPL27	HGNC:10328	RPL27	6155	NA	NA
RPL31	ENSG00000071082.11	RPL31	HGNC:10334	RPL31	6160	FALSE	FALSE
RPL35A	ENSG00000182899.17	RPL35A	HGNC:10345	RPL35A	6165	NA	NA
RPL36	ENSG00000130255.13	RPL36	HGNC:13631	RPL36	25873	NA	NA
RPL5	ENSG00000122406.14	RPL5	HGNC:10360	RPL5	6125	FALSE	TRUE
RPN1	ENSG00000163902.12	RPN1	HGNC:10381	RPN1	6184	FALSE	FALSE
RPS10	ENSG00000124614.16	RPS10	HGNC:10383	RPS10	6204	NA	NA
RPS15	ENSG00000115268.10	RPS15	HGNC:10388	RPS15	6209	FALSE	FALSE
RPS17	ENSG00000182774.13	RPS17	HGNC:10397	RPS17	6218	NA	NA
RPS19	ENSG00000105372.8	RPS19	HGNC:10402	RPS19	6223	NA	NA
RPS24	ENSG00000138326.21	RPS24	HGNC:10411	RPS24	6229	NA	NA
RPS26	ENSG00000197728.11	RPS26	HGNC:10414	RPS26	6231	NA	NA
RPS27	ENSG00000177954.14	RPS27	HGNC:10416	RPS27	6232	FALSE	FALSE
RPS27A	ENSG00000143947.15	RPS27A	HGNC:10417	RPS27A	6233	FALSE	FALSE
RPS28	ENSG00000233927.5	RPS28	HGNC:10418	RPS28	6234	NA	NA
RPS29	ENSG00000213741.11	RPS29	HGNC:10419	RPS29	6235	NA	NA
RPS6KA3	ENSG00000177189.14	RPS6KA3	HGNC:10432	RPS6KA3	6197	FALSE	FALSE
RPS6KA4	ENSG00000162302.13	RPS6KA4	HGNC:10433	RPS6KA4	8986	TRUE	FALSE
RPS6KB1	ENSG00000108443.14	RPS6KB1	HGNC:10436	RPS6KB1	6198	TRUE	FALSE
RPS6KB2	ENSG00000175634.15	RPS6KB2	HGNC:10437	RPS6KB2	6199	TRUE	FALSE
RPS7	ENSG00000171863.15	RPS7	HGNC:10440	RPS7	6201	NA	NA
RPTOR	ENSG00000141564.15	RPTOR	HGNC:30287	RPTOR	57521	TRUE	FALSE
RRAGC	ENSG00000116954.8	RRAGC	HGNC:19902	RRAGC	64121	TRUE	FALSE
RRAS	ENSG00000126458.4	RRAS	HGNC:10447	RRAS	6237	TRUE	FALSE
RRAS2	ENSG00000133818.14	RRAS2	HGNC:17271	RRAS2	22800	TRUE	FALSE
RREB1	ENSG00000124782.21	RREB1	HGNC:10449	RREB1	6239	FALSE	FALSE
RRM1	ENSG00000167325.15	RRM1	HGNC:10451	RRM1	6240	FALSE	FALSE
RRM2	ENSG00000171848.16	RRM2	HGNC:10452	RRM2	6241	TRUE	FALSE
RSF1	ENSG00000048649.14	RSF1	HGNC:18118	RSF1	51773	TRUE	FALSE
RSPO2	ENSG00000147655.12	RSPO2	HGNC:28583	RSPO2	340419	FALSE	TRUE
RSPO3	ENSG00000146374.14	RSPO3	HGNC:20866	RSPO3	84870	TRUE	FALSE
RTEL1	ENSG00000258366.11	RTEL1	HGNC:15888	RTEL1	51750	FALSE	TRUE
RUNX1	ENSG00000159216.19	RUNX1	HGNC:10471	RUNX1	861	FALSE	TRUE
RUNX1T1	ENSG00000079102.16	RUNX1T1	HGNC:1535	RUNX1T1	862	TRUE	FALSE
RXRA	ENSG00000186350.12	RXRA	HGNC:10477	RXRA	6256	FALSE	FALSE
RYBP	ENSG00000163602.12	RYBP	HGNC:10480	RYBP	23429	FALSE	TRUE
RYR1	ENSG00000196218.14	RYR1	HGNC:10483	RYR1	6261	FALSE	FALSE
S100A7	ENSG00000143556.9	S100A7	HGNC:10497	S100A7	6278	FALSE	FALSE
S100A8	ENSG00000143546.10	S100A8	HGNC:10498	S100A8	6279	TRUE	FALSE
SALL4	ENSG00000101115.13	SALL4	HGNC:15924	SALL4	57167	TRUE	FALSE
SAMD9	ENSG00000205413.8	SAMD9	HGNC:1348	SAMD9	54809	FALSE	FALSE
SAMD9L	ENSG00000177409.12	SAMD9L	HGNC:1349	SAMD9L	219285	FALSE	FALSE
SAMHD1	ENSG00000101347.11	SAMHD1	HGNC:15925	SAMHD1	25939	FALSE	TRUE
SASH1	ENSG00000111961.19	SASH1	HGNC:19182	SASH1	23328	NA	NA
SAV1	ENSG00000151748.15	SAV1	HGNC:17795	SAV1	60485	FALSE	TRUE
SBDS	ENSG00000126524.11	SBDS	HGNC:19440	SBDS	51119	FALSE	TRUE
SCG5	ENSG00000166922.9	SCG5	HGNC:10816	SCG5	6447	TRUE	FALSE
SDC4	ENSG00000124145.6	SDC4	HGNC:10661	SDC4	6385	FALSE	FALSE
SDCBP	ENSG00000137575.12	SDCBP	HGNC:10662	SDCBP	6386	FALSE	FALSE
SDHA	ENSG00000073578.18	SDHA	HGNC:10680	SDHA	6389	FALSE	TRUE
SDHAF2	ENSG00000167985.7	SDHAF2	HGNC:26034	SDHAF2	54949	FALSE	TRUE
SDHB	ENSG00000117118.10	SDHB	HGNC:10681	SDHB	6390	FALSE	TRUE
SDHC	ENSG00000143252.16	SDHC	HGNC:10682	SDHC	6391	FALSE	TRUE
SDHD	ENSG00000204370.13	SDHD	HGNC:10683	SDHD	6392	FALSE	TRUE
SEC23B	ENSG00000101310.17	SEC23B	HGNC:10702	SEC23B	10483	FALSE	FALSE
SEC31A	ENSG00000138674.17	SEC31A	HGNC:17052	SEC31A	22872	NA	NA
SEMA4A	ENSG00000196189.14	SEMA4A	HGNC:10729	SEMA4A	64218	NA	NA
SEMA5B	ENSG00000082684.16	SEMA5B	HGNC:10737	SEMA5B	54437	FALSE	FALSE
SEMG2	ENSG00000124157.7	SEMG2	HGNC:10743	SEMG2	6407	TRUE	FALSE
SEPTIN14	ENSG00000154997.9	SEPTIN14	HGNC:33280	SEPTIN14	346288	NA	NA
SEPTIN2	ENSG00000168385.18	SEPTIN2	HGNC:7729	SEPTIN2	4735	NA	NA
SEPTIN5	ENSG00000184702.20	SEPTIN5	HGNC:9164	SEPTIN5	5413	FALSE	FALSE
SEPTIN6	ENSG00000125354.24	SEPTIN6	HGNC:15848	SEPTIN6	23157	FALSE	FALSE
SEPTIN9	ENSG00000184640.20	SEPTIN9	HGNC:7323	SEPTIN9	10801	TRUE	FALSE
SERPINA1	ENSG00000197249.14	SERPINA1	HGNC:8941	SERPINA1	5265	FALSE	FALSE
SERPINB3	ENSG00000057149.16	SERPINB3	HGNC:10569	SERPINB3	6317	TRUE	TRUE
SERPINB4	ENSG00000206073.11	SERPINB4	HGNC:10570	SERPINB4	6318	FALSE	FALSE
SERPINE1	ENSG00000106366.9	SERPINE1	HGNC:8583	SERPINE1	5054	NA	NA
SESN1	ENSG00000080546.14	SESN1	HGNC:21595	SESN1	27244	FALSE	TRUE
SESN2	ENSG00000130766.5	SESN2	HGNC:20746	SESN2	83667	FALSE	TRUE
SESN3	ENSG00000149212.12	SESN3	HGNC:23060	SESN3	143686	FALSE	TRUE
SET	ENSG00000119335.18	SET	HGNC:10760	SET	6418	TRUE	FALSE
SETBP1	ENSG00000152217.20	SETBP1	HGNC:15573	SETBP1	26040	TRUE	FALSE
SETD1A	ENSG00000099381.19	SETD1A	HGNC:29010	SETD1A	9739	TRUE	FALSE
SETD1B	ENSG00000139718.12	SETD1B	HGNC:29187	SETD1B	23067	FALSE	FALSE
SETD2	ENSG00000181555.22	SETD2	HGNC:18420	SETD2	29072	FALSE	TRUE
SETD3	ENSG00000183576.13	SETD3	HGNC:20493	SETD3	84193	FALSE	FALSE
SETD4	ENSG00000185917.14	SETD4	HGNC:1258	SETD4	54093	FALSE	FALSE
SETD5	ENSG00000168137.20	SETD5	HGNC:25566	SETD5	55209	FALSE	FALSE
SETD6	ENSG00000103037.12	SETD6	HGNC:26116	SETD6	79918	FALSE	FALSE
SETD7	ENSG00000145391.14	SETD7	HGNC:30412	SETD7	80854	FALSE	FALSE
SETDB1	ENSG00000143379.13	SETDB1	HGNC:10761	SETDB1	9869	TRUE	TRUE
SETDB2	ENSG00000136169.17	SETDB2	HGNC:20263	SETDB2	83852	FALSE	TRUE
SETMAR	ENSG00000170364.13	SETMAR	HGNC:10762	SETMAR	6419	NA	NA
SF3B1	ENSG00000115524.17	SF3B1	HGNC:10768	SF3B1	23451	TRUE	FALSE
SF3B2	ENSG00000087365.16	SF3B2	HGNC:10769	SF3B2	10992	TRUE	FALSE
SFPQ	ENSG00000116560.11	SFPQ	HGNC:10774	SFPQ	6421	FALSE	TRUE
SFRP1	ENSG00000104332.12	SFRP1	HGNC:10776	SFRP1	6422	FALSE	TRUE
SFRP2	ENSG00000145423.5	SFRP2	HGNC:10777	SFRP2	6423	TRUE	TRUE
SFRP4	ENSG00000106483.12	SFRP4	HGNC:10778	SFRP4	6424	FALSE	TRUE
SFTPA1	ENSG00000122852.15	SFTPA1	HGNC:10798	SFTPA1	653509	NA	NA
SFTPA2	ENSG00000185303.17	SFTPA2	HGNC:10799	SFTPA2	729238	NA	NA
SGCZ	ENSG00000185053.14	SGCZ	HGNC:14075	SGCZ	137868	FALSE	TRUE
SGK1	ENSG00000118515.12	SGK1	HGNC:10810	SGK1	6446	TRUE	FALSE
SH2B3	ENSG00000111252.11	SH2B3	HGNC:29605	SH2B3	10019	FALSE	TRUE
SH2D1A	ENSG00000183918.17	SH2D1A	HGNC:10820	SH2D1A	4068	FALSE	TRUE
SH3GL1	ENSG00000141985.9	SH3GL1	HGNC:10830	SH3GL1	6455	TRUE	FALSE
SHH	ENSG00000164690.8	SHH	HGNC:10848	SHH	6469	TRUE	FALSE
SHOC2	ENSG00000108061.13	SHOC2	HGNC:15454	SHOC2	8036	TRUE	FALSE
SHQ1	ENSG00000144736.14	SHQ1	HGNC:25543	SHQ1	55164	FALSE	TRUE
SHTN1	ENSG00000187164.20	SHTN1	HGNC:29319	SHTN1	57698	FALSE	FALSE
SIN3A	ENSG00000169375.16	SIN3A	HGNC:19353	SIN3A	25942	FALSE	TRUE
SIRPA	ENSG00000198053.12	SIRPA	HGNC:9662	SIRPA	140885	FALSE	TRUE
SIRT1	ENSG00000096717.12	SIRT1	HGNC:14929	SIRT1	23411	TRUE	TRUE
SIX1	ENSG00000126778.12	SIX1	HGNC:10887	SIX1	6495	TRUE	FALSE
SIX2	ENSG00000170577.8	SIX2	HGNC:10888	SIX2	10736	TRUE	FALSE
SKI	ENSG00000157933.10	SKI	HGNC:10896	SKI	6497	TRUE	FALSE
SKP2	ENSG00000145604.17	SKP2	HGNC:10901	SKP2	6502	TRUE	FALSE
