hgnc_id	gene_id	symbol	contig	start	end	strand
HGNC:24908	645414	PRAMEF19	chr1	13368431	13371947	-
HGNC:29485	391004	PRAMEF17	chr1	13389632	13392629	+
HGNC:25224	645425	PRAMEF20	chr1	13410450	13421328	+
HGNC:27005	126755	LRRC38	chr1	13474973	13514003	-
NA	102724856	LOC102724856	chr1	13487571	13492872	+
NA	107984918	LOC107984918	chr1	13513220	13516264	+
HGNC:51528	106481724	BRWD1P1	chr1	13554913	13555894	+
HGNC:29602	10630	PDPN	chr1	13583757	13617957	+
HGNC:42817	100873280	RNA5SP41	chr1	13623184	13623284	-
NA	105378612	LOC105378612	chr1	13670194	13674718	+
NA	105376756	LOC105376756	chr1	13687047	13691892	-
NA	124900446	LOC124900446	chr1	13696070	13696199	-
HGNC:9347	7799	PRDM2	chr1	13700188	13825079	+
HGNC:29173	23254	KAZN	chr1	13892824	15118043	+
HGNC:48228	106481579	RNU6-1265P	chr1	14124233	14124335	-
NA	107985467	LOC107985467	chr1	14201945	14255662	+
NA	124903847	LOC124903847	chr1	14283514	14311343	+
HGNC:53610	105376762	KAZN-AS1	chr1	14348955	14419973	-
NA	124903850	LOC124903850	chr1	14493049	14502155	+
HGNC:42631	494541	TBCAP2	chr1	14691937	14692400	-
NA	105376759	LOC105376759	chr1	14801407	14805206	-
NA	124903848	LOC124903848	chr1	14823121	14833064	-
NA	107985469	LOC107985469	chr1	14888740	14911700	-
NA	124903849	LOC124903849	chr1	14922372	14923891	-
HGNC:26301	200197	TMEM51-AS1	chr1	15111815	15152464	-
HGNC:25488	55092	TMEM51	chr1	15152566	15220478	+
HGNC:32332	727684	TMEM51-AS2	chr1	15164192	15171624	-
HGNC:54537	100420251	MFFP1	chr1	15191757	15193125	-
HGNC:54544	100421184	ZBTB2P1	chr1	15226364	15227243	+
HGNC:29408	114827	FHAD1	chr1	15236521	15403010	+
NA	124903853	LOC124903853	chr1	15287356	15291933	-
NA	124903852	LOC124903852	chr1	15316844	15323082	-
HGNC:41241	101927417	FHAD1-AS1	chr1	15326680	15343883	-
NA	124903851	LOC124903851	chr1	15334524	15340926	-
HGNC:55801	101927441	EFHD2-AS1	chr1	15402979	15412312	-
HGNC:28670	79180	EFHD2	chr1	15409888	15430339	+
HGNC:2523	11330	CTRC	chr1	15438443	15449242	+
HGNC:24609	63036	CELA2A	chr1	15456732	15472091	+
NA	105376767	LOC105376767	chr1	15463515	15467505	-
HGNC:29995	51032	CELA2B	chr1	15476104	15491395	+
HGNC:1511	842	CASP9	chr1	15491401	15524912	-
HGNC:29157	23341	DNAJC16	chr1	15526848	15571733	+
HGNC:52237	107397391	SCARNA21B	chr1	15542166	15542304	+
HGNC:18407	79814	AGMAT	chr1	15571699	15585051	-
NA	124903854	LOC124903854	chr1	15588222	15603543	-
HGNC:39590	645317	CHCHD2P6	chr1	15604528	15605314	+
NA	124904764	LOC124904764	chr1	15607763	15607806	-
HGNC:45713	106479092	RNU7-179P	chr1	15608078	15608145	-
HGNC:1646	935	CD24P1	chr1	15609982	15614946	-
HGNC:24578	84301	DDI2	chr1	15617458	15669044	+
HGNC:10458	6248	RSC1A1	chr1	15659713	15662033	+
HGNC:29131	23207	PLEKHM2	chr1	15681506	15734769	+
HGNC:27653	284723	SLC25A34	chr1	15736258	15741392	+
HGNC:53623	110806303	SLC25A34-AS1	chr1	15740051	15749890	-
HGNC:32350	388595	TMEM82	chr1	15742499	15747982	+
HGNC:24686	54751	FBLIM1	chr1	15756638	15786589	+
HGNC:36495	729500	RPL12P14	chr1	15792727	15793339	+
HGNC:51714	440567	UQCRHL	chr1	15807374	15807649	-
HGNC:36462	441876	RPS16P1	chr1	15828212	15828733	+
HGNC:55937	729614	SPEN-AS1	chr1	15834215	15848147	-
HGNC:17575	23013	SPEN	chr1	15847707	15940456	+
NA	124904815	LOC124904815	chr1	15910897	15910997	+
HGNC:12936	7709	ZBTB17	chr1	15941869	15976101	-
NA	124903855	LOC124903855	chr1	15949931	15967643	+
HGNC:28339	149563	SRARP	chr1	16004236	16008807	+
HGNC:5249	27129	HSPB7	chr1	16014029	16019594	-
HGNC:2026	1187	CLCNKA	chr1	16022036	16034050	+
HGNC:56213	440568	FAM131C2P	chr1	16034510	16040031	-
HGNC:2027	1188	CLCNKB	chr1	16043782	16057326	+
HGNC:26717	348487	FAM131C	chr1	16057769	16073651	-
HGNC:3386	1969	EPHA2	chr1	16124337	16156069	-
HGNC:40216	101927479	EPHA2-AS1	chr1	16155215	16185420	+
HGNC:26604	128272	ARHGEF19	chr1	16197854	16212652	-
HGNC:32248	101927546	ANO7L1	chr1	16215907	16226931	-
HGNC:28127	79363	CPLANE2	chr1	16231692	16237183	-
HGNC:7442	645652	MT1XP1	chr1	16241080	16241440	-
HGNC:29249	54455	FBXO42	chr1	16246840	16352480	-
HGNC:30232	26099	SZRD1	chr1	16367242	16398145	+
HGNC:36804	729662	RPL22P3	chr1	16369093	16369551	-
HGNC:28026	374955	SPATA21	chr1	16395677	16437842	-
HGNC:25528	55707	NECAP2	chr1	16440724	16460078	+
HGNC:52562	107984921	LINC01772	chr1	16460948	16468481	+
HGNC:29405	114819	CROCCP3	chr1	16467436	16492701	-
HGNC:10120	26871	RNU1-1	chr1	16514122	16514285	-
HGNC:38582	107985757	TRN-GTT5-1	chr1	16520585	16520658	-
HGNC:52573	100132147	LINC01783	chr1	16533891	16535652	-
HGNC:48305	106480152	RNU1-6P	chr1	16534081	16534224	-
HGNC:38581	107985758	TRE-TTC4-1	chr1	16535279	16535350	-
NA	124903856	LOC124903856	chr1	16538986	16539663	+
HGNC:38580	7195	TRG-CCC1-1	chr1	16545939	16546009	-
HGNC:38578	100189486	TRV-CAC11-1	chr1	16547665	16547737	-
HGNC:55099	100421267	PDE4DIPP8	chr1	16548651	16551230	-
NA	101056699	LOC101056699	chr1	16553462	16553533	+
HGNC:26088	55672	NBPF1	chr1	16562323	16613564	-
HGNC:28170	84809	CROCCP2	chr1	16618256	16630906	-
NA	124900386	LOC124900386	chr1	16632279	16646683	-
HGNC:7383	11209	MST1P2	chr1	16645574	16650420	+
HGNC:10130	26869	RNU1-3	chr1	16666785	16666948	-
NA	124903857	LOC124903857	chr1	16672506	16673512	+
HGNC:35059	107985759	TRG-CCC4-1	chr1	16678271	16678341	-
HGNC:19900	280661	EIF1AXP1	chr1	16683091	16686249	-
HGNC:23285	284729	ESPNP	chr1	16691218	16720157	-
NA	124903858	LOC124903858	chr1	16699997	16705455	+
HGNC:35075	100189500	TRV-CAC13-1	chr1	16725566	16725638	+
HGNC:34604	100189045	TRG-CCC5-1	chr1	16727285	16727355	+
NA	124903859	LOC124903859	chr1	16737350	16740485	-
HGNC:10128	6060	RNU1-4	chr1	16740516	16740679	+
HGNC:43864	100421113	CROCCP4	chr1	16750235	16750964	+
HGNC:7390	11223	MST1L	chr1	16757120	16764480	-
HGNC:55100	100421279	PDE4DIPP9	chr1	16856711	16859284	+
HGNC:38973	100500876	MIR3675	chr1	16858949	16859021	-
HGNC:35052	100189479	TRV-CAC11-2	chr1	16860198	16860270	+
HGNC:34864	100189298	TRG-CCC1-2	chr1	16861921	16861991	+
NA	124903860	LOC124903860	chr1	16867228	16873330	-
NA	112267871	LOC112267871	chr1	16872226	16874096	+
HGNC:12265	7193	TRE-TTC3-1	chr1	16872583	16872654	+
HGNC:48304	107105261	RNU1-5P	chr1	16873708	16873851	+
NA	107985101	LOC107985101	chr1	16887335	16889613	+
NA	105376805	LOC105376805	chr1	16888538	16889666	-
HGNC:33197	791226	TRN-GTT4-1	chr1	16889677	16889750	+
HGNC:10123	26870	RNU1-2	chr1	16895980	16896143	+
HGNC:21299	9696	CROCC	chr1	16914085	16972964	+
HGNC:7033	4237	MFAP2	chr1	16974502	16981583	-
NA	105376806	LOC105376806	chr1	16975861	16977795	+
HGNC:30213	23400	ATP13A2	chr1	16985958	17011928	-
HGNC:10681	6390	SDHB	chr1	17018722	17054032	-
HGNC:18341	11240	PADI2	chr1	17066761	17119451	-
NA	124903861	LOC124903861	chr1	17111776	17113845	+
NA	105376808	LOC105376808	chr1	17135665	17138955	+
HGNC:54303	400743	LINC02783	chr1	17189789	17196387	+
HGNC:18367	29943	PADI1	chr1	17205128	17246007	+
HGNC:18337	51702	PADI3	chr1	17249098	17284233	+
HGNC:41876	100616188	MIR3972	chr1	17277889	17277975	+
HGNC:18368	23569	PADI4	chr1	17308197	17364004	+
HGNC:20449	353238	PADI6	chr1	17372196	17401699	+
HGNC:30297	55920	RCC2	chr1	17406760	17439677	-
HGNC:41262	114515514	RCC2-AS1	chr1	17406761	17407382	+
NA	124903862	LOC124903862	chr1	17440136	17441543	-
NA	124904837	LOC124904837	chr1	17449763	17449863	+
HGNC:25540	55160	ARHGEF10L	chr1	17513435	17697875	+
HGNC:54342	107984028	LINC02810	chr1	17717196	17722347	+
HGNC:24018	81569	ACTL8	chr1	17755333	17827063	+
NA	105376809	LOC105376809	chr1	18000470	18010489	-
NA	105376812	LOC105376812	chr1	18043754	18052375	+
HGNC:52442	101927876	LINC01654	chr1	18065657	18074412	+
HGNC:28246	84966	IGSF21	chr1	18107798	18378483	+
HGNC:41190	105376814	IGSF21-AS1	chr1	18160053	18176036	-
NA	124903864	LOC124903864	chr1	18262567	18263470	-
NA	124903863	LOC124903863	chr1	18289108	18298331	-
NA	124903865	LOC124903865	chr1	18385743	18389040	+
HGNC:26791	127707	KLHDC7A	chr1	18480930	18485974	+
HGNC:49654	391012	DYNLL1P3	chr1	18513008	18513395	+
HGNC:8621	5081	PAX7	chr1	18630846	18748866	+
HGNC:14905	80834	TAS1R2	chr1	18839599	18859660	-
HGNC:406	8659	ALDH4A1	chr1	18871430	18902555	-
HGNC:41573	100616120	MIR4695	chr1	18883202	18883275	-
HGNC:35283	100302276	MIR1290	chr1	18897071	18897148	-
NA	124903866	LOC124903866	chr1	18902113	18903371	+
HGNC:27006	126917	IFFO2	chr1	18904280	18956676	-
NA	105376815	LOC105376815	chr1	18968194	19051428	-
HGNC:30313	23352	UBR4	chr1	19074510	19210266	-
HGNC:54050	101927895	EMC1-AS1	chr1	19210386	19240704	+
HGNC:28957	23065	EMC1	chr1	19215660	19251524	-
HGNC:18477	51154	MRTO4	chr1	19251805	19260128	+
HGNC:24056	246181	AKR7L	chr1	19265982	19274122	-
HGNC:390	22977	AKR7A3	chr1	19274229	19288770	-
NA	124903867	LOC124903867	chr1	19288060	19305348	+
NA	100506730	LOC100506730	chr1	19293247	19295736	-
HGNC:389	8574	AKR7A2	chr1	19302708	19312146	-
HGNC:48062	106481526	RNU6-1099P	chr1	19305077	19305181	-
HGNC:26001	54896	SLC66A1	chr1	19312326	19334463	+
HGNC:1491	832	CAPZB	chr1	19338775	19485539	-
NA	124903868	LOC124903868	chr1	19408690	19416406	+
HGNC:46293	106479323	RN7SL277P	chr1	19424384	19424599	+
NA	124903869	LOC124903869	chr1	19439898	19446536	+
NA	105376819	LOC105376819	chr1	19484520	19531787	+
NA	105376818	LOC105376818	chr1	19509890	19512483	-
HGNC:46964	106479570	RNU4-28P	chr1	19510593	19510733	+
NA	105376817	LOC105376817	chr1	19512540	19529845	-
NA	124904816	LOC124904816	chr1	19532170	19532274	-
HGNC:55676	105378614	MICOS10-DT	chr1	19591802	19596832	-
HGNC:48338	100532736	MICOS10-NBL1	chr1	19596979	19658452	+
HGNC:32068	440574	MICOS10	chr1	19596979	19629820	+
HGNC:35797	644068	RPS14P3	chr1	19607807	19608644	+
HGNC:7650	4681	NBL1	chr1	19643229	19658452	+
HGNC:5301	3362	HTR6	chr1	19664875	19680966	+
HGNC:27393	255104	TMCO4	chr1	19682240	19799916	-
HGNC:25978	54546	RNF186	chr1	19814029	19815283	-
NA	105376823	LOC105376823	chr1	19860211	19889164	-
HGNC:29038	23252	OTUD3	chr1	19882395	19912945	+
HGNC:13414	30814	PLA2G2E	chr1	19920009	19923617	-
HGNC:46320	106479333	RN7SL304P	chr1	19970969	19971269	+
HGNC:9031	5320	PLA2G2A	chr1	19975431	19980434	-
HGNC:9038	5322	PLA2G5	chr1	20028408	20091911	+
NA	100419911	LOC100419911	chr1	20038930	20039444	+
HGNC:9033	26279	PLA2G2D	chr1	20111939	20119536	-
HGNC:30040	64600	PLA2G2F	chr1	20139323	20150381	+
NA	117779438	LOC117779438	chr1	20154214	20160568	+
HGNC:9032	391013	PLA2G2C	chr1	20163055	20186518	-
HGNC:26354	127733	UBXN10	chr1	20183331	20196050	+
NA	105376825	LOC105376825	chr1	20197306	20202827	+
NA	105376826	LOC105376826	chr1	20210715	20213349	-
HGNC:52546	105376827	LINC01757	chr1	20243095	20244655	+
NA	105376828	LOC105376828	chr1	20271604	20274507	+
HGNC:26538	127731	VWA5B1	chr1	20290875	20359518	+
NA	124903870	LOC124903870	chr1	20339509	20340787	+
HGNC:49455	339505	LINC01141	chr1	20359801	20428794	-
NA	124903871	LOC124903871	chr1	20476222	20478793	+
HGNC:24190	55450	CAMK2N1	chr1	20482391	20486210	-
HGNC:25762	79594	MUL1	chr1	20499448	20508151	-
HGNC:36545	441878	RPS4XP4	chr1	20525952	20526814	+
HGNC:31791	163933	FAM43B	chr1	20552573	20555020	+
HGNC:1712	978	CDA	chr1	20589097	20618903	+
HGNC:14581	65018	PINK1	chr1	20633458	20651511	+
HGNC:50235	102464833	MIR6084	chr1	20633679	20633788	+
HGNC:38872	100861548	PINK1-AS	chr1	20642657	20652193	-
HGNC:2728	1650	DDOST	chr1	20651777	20661369	-
HGNC:19167	57576	KIF17	chr1	20661630	20718007	-
HGNC:28819	400745	SH2D5	chr1	20719731	20732703	-
HGNC:24973	50809	HP1BP3	chr1	20740266	20787307	-
HGNC:3298	8672	EIF4G3	chr1	20806292	21176897	-
HGNC:45734	106480835	RNU7-200P	chr1	20841241	20841302	+
NA	105376830	LOC105376830	chr1	20903705	20919273	+
NA	105376829	LOC105376829	chr1	20919271	20932636	+
HGNC:35321	100302155	MIR1256	chr1	20988314	20988432	-
HGNC:35657	100271141	RPS15AP6	chr1	21003511	21003964	-
HGNC:49346	106480261	HSPE1P27	chr1	21161475	21162081	+
HGNC:3146	1889	ECE1	chr1	21217250	21345504	-
NA	124903872	LOC124903872	chr1	21262083	21267251	+
HGNC:40203	100506801	ECE1-AS1	chr1	21293290	21299869	+
HGNC:16326	94297	PPP1R11P1	chr1	21397800	21398562	+
HGNC:55101	100421269	PDE4DIPP10	chr1	21411456	21411990	-
NA	105376832	LOC105376832	chr1	21412667	21416543	-
HGNC:31987	343381	NBPF2P	chr1	21423108	21427960	-
HGNC:31835	388605	HS6ST1P1	chr1	21428068	21432220	+
HGNC:43865	100421114	CROCCP5	chr1	21434320	21436826	+
HGNC:25076	84224	NBPF3	chr1	21436789	21484900	+
HGNC:42985	767853	PFN1P10	chr1	21459424	21460202	-
HGNC:438	249	ALPL	chr1	21508984	21578410	+
HGNC:53948	105376834	LINC02596	chr1	21586448	21591187	+
HGNC:9858	5909	RAP1GAP	chr1	21596221	21669357	-
HGNC:18533	84196	USP48	chr1	21678298	21783149	-
NA	124904736	LOC124904736	chr1	21741140	21741195	+
HGNC:32071	401944	LDLRAD2	chr1	21812265	21825225	+
HGNC:5273	3339	HSPG2	chr1	21822244	21937310	-
HGNC:35793	440575	RPL21P29	chr1	21908058	21908614	+
HGNC:15945	23436	CELA3B	chr1	21977022	21998642	+
HGNC:46402	106479364	RN7SL386P	chr1	21987481	21987777	+
HGNC:47985	106480016	RNU6-1022P	chr1	21987816	21987919	+
HGNC:15944	10136	CELA3A	chr1	22001657	22012542	+
HGNC:46202	106480972	RN7SL186P	chr1	22010650	22010946	+
HGNC:47739	106480608	RNU6-776P	chr1	22010985	22011088	+
HGNC:52422	101928043	LINC01635	chr1	22023994	22026048	-
HGNC:25011	29092	LINC00339	chr1	22025191	22031224	+
HGNC:1736	998	CDC42	chr1	22052709	22101360	+
NA	124903873	LOC124903873	chr1	22066113	22068827	-
HGNC:12783	54361	WNT4	chr1	22117313	22143097	-
NA	105376845	LOC105376845	chr1	22140953	22157385	+
NA	105376850	LOC105376850	chr1	22163343	22175759	+
NA	107985377	LOC107985377	chr1	22252565	22257967	+
HGNC:41789	100616433	MIR4418	chr1	22266239	22266300	+
NA	105376856	LOC105376856	chr1	22416331	22418964	-
HGNC:29045	9923	ZBTB40	chr1	22428909	22531154	+
HGNC:3391	2046	EPHA8	chr1	22563489	22603595	+
HGNC:50163	102466615	MIR6127	chr1	22633258	22633366	-
HGNC:1241	712	C1QA	chr1	22636463	22639678	+
HGNC:1245	714	C1QC	chr1	22643633	22648108	+
HGNC:1242	713	C1QB	chr1	22653236	22661637	+
HGNC:3393	2048	EPHB2	chr1	22710838	22921500	+
HGNC:41695	100616391	MIR4684	chr1	22719517	22719598	+
HGNC:38231	100422914	MIR4253	chr1	22863159	22863226	-
NA	124903874	LOC124903874	chr1	22883513	22889560	-
HGNC:35445	646262	LACTBL1	chr1	22953043	22972866	-
HGNC:44651	729059	TEX46	chr1	23010834	23015852	-
HGNC:29079	23028	KDM1A	chr1	23019468	23083689	+
HGNC:38371	100422866	MIR3115	chr1	23044305	23044372	+
HGNC:14985	7798	LUZP1	chr1	23083642	23178122	-
HGNC:47477	106480586	RNU6-514P	chr1	23162704	23162810	+
HGNC:47098	106479625	RNU6-135P	chr1	23163953	23164053	+
HGNC:5289	3352	HTR1D	chr1	23191895	23217502	-
HGNC:36627	391019	RPL29P6	chr1	23244729	23245346	+
HGNC:50584	100996511	LINC01355	chr1	23281309	23285518	-
HGNC:5047	10236	HNRNPR	chr1	23304688	23344284	-
HGNC:20814	80818	ZNF436	chr1	23359448	23369836	-
HGNC:25122	148898	ZNF436-AS1	chr1	23368971	23371839	+
HGNC:11615	6920	TCEA3	chr1	23380909	23424748	-
NA	124903875	LOC124903875	chr1	23424866	23428983	+
HGNC:14987	55616	ASAP3	chr1	23428563	23484631	-
HGNC:3114	1870	E2F2	chr1	23505212	23531233	-
NA	101928163	LOC101928163	chr1	23521930	23528419	+
NA	124903876	LOC124903876	chr1	23539883	23573700	+
NA	105376859	LOC105376859	chr1	23549139	23554956	-
HGNC:5362	3399	ID3	chr1	23557926	23559501	-
NA	107984928	LOC107984928	chr1	23576436	23577707	-
HGNC:29633	259283	MDS2	chr1	23627334	23640568	+
HGNC:56205	729856	EEF1A1P48	chr1	23670777	23671244	+
HGNC:10301	6135	RPL11	chr1	23691779	23696835	+
HGNC:11620	6924	ELOA	chr1	23743471	23762059	+
HGNC:50582	100506963	ELOA-AS1	chr1	23760382	23778297	-
HGNC:25022	57095	PITHD1	chr1	23778418	23788232	+
NA	105376860	LOC105376860	chr1	23790614	23793532	-
HGNC:6738	11313	LYPLA2	chr1	23791145	23795539	+
HGNC:4116	2582	GALE	chr1	23795599	23800754	-
HGNC:5005	3155	HMGCL	chr1	23801885	23825429	-
NA	105376861	LOC105376861	chr1	23825540	23838636	-
HGNC:4006	2517	FUCA1	chr1	23845077	23868290	-
HGNC:2160	1269	CNR2	chr1	23870515	23913362	-
NA	124904841	LOC124904841	chr1	23882255	23882352	+
HGNC:51542	646330	BTBD6P1	chr1	23901049	23903008	-
HGNC:41686	100616492	MIR378F	chr1	23929070	23929147	+
NA	124903877	LOC124903877	chr1	23948809	23958114	-
HGNC:43794	115482711	H3P1	chr1	23949016	23949383	-
HGNC:23158	55629	PNRC2	chr1	23959164	23963462	+
HGNC:16713	10772	SRSF10	chr1	23964347	23980327	-
NA	105378615	LOC105378615	chr1	23987408	23987788	-
HGNC:35567	127295	RPL36P5	chr1	24007834	24008554	-
NA	105376863	LOC105376863	chr1	24010517	24028975	+
NA	107984931	LOC107984931	chr1	24042274	24064129	+
HGNC:26679	127294	MYOM3	chr1	24056041	24112135	-
HGNC:41158	107985737	MYOM3-AS1	chr1	24066762	24083355	+
NA	124903878	LOC124903878	chr1	24096046	24097974	+
NA	105376864	LOC105376864	chr1	24098706	24103931	+
HGNC:13700	58985	IL22RA1	chr1	24119771	24143140	-
NA	124903879	LOC124903879	chr1	24151434	24160458	+
HGNC:18584	163702	IFNLR1	chr1	24154168	24187289	-
HGNC:27642	284632	LINC02800	chr1	24200240	24211690	+
HGNC:41119	105376871	GRHL3-AS1	chr1	24305928	24321950	-
HGNC:25839	57822	GRHL3	chr1	24319357	24364482	+
HGNC:28070	90529	STPG1	chr1	24356999	24415044	-
HGNC:25233	57185	NIPAL3	chr1	24413524	24472983	+
HGNC:39009	100750325	RCAN3AS	chr1	24496254	24502382	-
HGNC:3042	11123	RCAN3	chr1	24502344	24541040	+
HGNC:54327	100506985	NCMAP-DT	chr1	24539274	24556024	-
HGNC:29332	400746	NCMAP	chr1	24556087	24609328	+
HGNC:36192	100270884	RPL26P8	chr1	24563597	24563971	+
HGNC:16638	10250	SRRM1	chr1	24643302	24673281	+
NA	124904829	LOC124904829	chr1	24666983	24667087	-
HGNC:13518	25932	CLIC4	chr1	24745447	24844321	+
HGNC:48171	106480094	RNU6-1208P	chr1	24777873	24777979	-
NA	105376876	LOC105376876	chr1	24857082	24865738	+
HGNC:10473	864	RUNX3	chr1	24899511	24965138	-
HGNC:50036	102465437	MIR6731	chr1	24919345	24919416	-
HGNC:40513	105376878	RUNX3-AS1	chr1	24932246	24964708	+
HGNC:41891	100616365	MIR4425	chr1	25023503	25023586	+
HGNC:54317	105376879	LINC02793	chr1	25041167	25048867	+
HGNC:54546	391020	IFITM3P7	chr1	25124893	25125457	-
NA	124903880	LOC124903880	chr1	25131164	25132919	-
HGNC:19824	25949	SYF2	chr1	25222276	25232502	-
NA	124903881	LOC124903881	chr1	25232589	25240273	+
HGNC:25234	57035	RSRP1	chr1	25242249	25338254	-
NA	105376882	LOC105376882	chr1	25269459	25274624	-
HGNC:10009	6007	RHD	chr1	25272486	25330445	+
HGNC:10689	29768	SDHDP6	chr1	25293358	25294669	-
HGNC:30590	23585	TMEM50A	chr1	25338334	25362361	+
NA	124904723	LOC124904723	chr1	25340971	25341034	+
NA	124904823	LOC124904823	chr1	25346274	25346377	-
HGNC:10008	6006	RHCE	chr1	25362249	25430203	-
HGNC:31410	388606	SDHDP7	chr1	25398695	25400004	+
HGNC:25572	55219	MACO1	chr1	25430897	25500209	+
HGNC:18640	26119	LDLRAP1	chr1	25543606	25590400	+
HGNC:19080	57134	MAN1C1	chr1	25616791	25784450	+
HGNC:15999	57190	SELENON	chr1	25800193	25818221	+
HGNC:28836	56181	MTFR1L	chr1	25819954	25832938	+
NA	646471	LOC646471	chr1	25819954	25823606	-
HGNC:28363	79000	AUNIP	chr1	25831906	25859457	-
HGNC:23146	164091	PAQR7	chr1	25861484	25875708	-
HGNC:6510	3925	STMN1	chr1	25884179	25906880	-
HGNC:39665	100874411	SNRPFP2	chr1	25887330	25887702	+
HGNC:36651	100270892	RPL39P7	chr1	25888917	25889304	+
HGNC:38911	100500808	MIR3917	chr1	25906362	25906454	-
NA	105376885	LOC105376885	chr1	25906550	25908243	+
HGNC:8579	5051	PAFAH2	chr1	25959767	25998063	-
HGNC:47073	106479615	RNU6-110P	chr1	25964197	25964300	+
NA	124900433	LOC124900433	chr1	26006216	26006299	+
HGNC:3515	2134	EXTL1	chr1	26021775	26036464	+
HGNC:11013	7780	SLC30A2	chr1	26037252	26046118	-
NA	105376910	LOC105376910	chr1	26048258	26050654	+
HGNC:16007	84676	TRIM63	chr1	26051301	26067630	-
HGNC:18981	149420	PDIK1L	chr1	26111162	26125555	+
HGNC:25860	79927	FAM110D	chr1	26159079	26163962	+
HGNC:53426	110806296	C1orf232	chr1	26164101	26168963	-
HGNC:41278	118568799	ZNF593OS	chr1	26169521	26171832	-
HGNC:30943	51042	ZNF593	chr1	26169908	26170873	+
HGNC:19700	10256	CNKSR1	chr1	26177491	26189884	+
HGNC:23220	378807	CATSPER4	chr1	26190602	26202964	+
NA	100420494	LOC100420494	chr1	26218886	26219534	-
NA	124903882	LOC124903882	chr1	26224599	26225297	-
HGNC:54510	101928303	ZPLD2P	chr1	26225320	26229840	+
HGNC:25309	64793	CEP85	chr1	26234200	26278808	+
NA	124904684	LOC124904684	chr1	26246754	26246847	+
HGNC:29780	359780	MRPS6P1	chr1	26263035	26263398	-
HGNC:15568	83442	SH3BGRL3	chr1	26280086	26281522	+
HGNC:30600	91544	UBXN11	chr1	26282282	26318355	-
HGNC:1804	1043	CD52	chr1	26317958	26320523	+
HGNC:17295	55057	CRYBG2	chr1	26321865	26354130	-
HGNC:36665	100270889	RPL34P4	chr1	26326641	26327042	+
HGNC:28495	257101	ZNF683	chr1	26361634	26374518	-
HGNC:15986	79727	LIN28A	chr1	26410817	26429728	+
NA	124903883	LOC124903883	chr1	26430755	26432237	-
HGNC:20603	79947	DHDDS	chr1	26432321	26471306	+
HGNC:36230	729301	RPL17P9	chr1	26454596	26455207	-
HGNC:40925	101928324	DHDDS-AS1	chr1	26462756	26467537	-
HGNC:4986	3151	HMGN2	chr1	26472440	26476642	+
HGNC:44627	100128503	DPPA2P2	chr1	26519117	26520264	-
NA	124903884	LOC124903884	chr1	26529120	26531398	-
HGNC:10430	6195	RPS6KA1	chr1	26529761	26575025	+
HGNC:37064	100302190	MIR1976	chr1	26554542	26554593	+
HGNC:46695	106481855	RN7SL679P	chr1	26593245	26593546	-
NA	124904769	LOC124904769	chr1	26602369	26602432	-
NA	124904813	LOC124904813	chr1	26642286	26642389	-
NA	105376888	LOC105376888	chr1	26689182	26690812	+
NA	124900417	LOC124900417	chr1	26691908	26696405	-
NA	101928728	LOC101928728	chr1	26691910	26694131	-
HGNC:11110	8289	ARID1A	chr1	26696015	26782104	+
HGNC:26031	55650	PIGV	chr1	26787054	26800659	+
HGNC:46181	106479281	RN7SL165P	chr1	26814822	26815112	+
HGNC:20712	84243	ZDHHC18	chr1	26826688	26857604	+
HGNC:10773	2810	SFN	chr1	26863149	26864456	+
HGNC:25513	54707	GPN2	chr1	26876132	26890283	-
HGNC:25720	63906	GPATCH3	chr1	26890488	26900467	-
HGNC:8045	10726	NUDC	chr1	26900161	26946871	+
HGNC:7961	8431	NR0B2	chr1	26911489	26913975	-
HGNC:26624	126695	KDF1	chr1	26949562	26960468	-
HGNC:51936	100129926	RPL12P13	chr1	26980080	26981023	+
HGNC:36655	100270888	RPL32P6	chr1	26983595	26984079	+
HGNC:42864	646567	OSTCP2	chr1	26985757	26986343	-
HGNC:34348	388610	TRNP1	chr1	26993692	27000886	+
HGNC:28273	115572	TENT5B	chr1	27005020	27012850	-
NA	101928391	LOC101928391	chr1	27031758	27065585	+
HGNC:11071	6548	SLC9A1	chr1	27098809	27155125	-
NA	102723760	LOC102723760	chr1	27157561	27160468	+
HGNC:36777	729955	RPL18AP5	chr1	27176711	27177330	+
HGNC:44699	646572	CHCHD3P3	chr1	27200636	27201599	-
HGNC:45218	440577	NPM1P39	chr1	27206914	27207875	+
HGNC:43572	100874415	SNRPEP7	chr1	27211195	27211481	+
HGNC:55858	105376890	WDTC1-DT	chr1	27229631	27234429	-
HGNC:29175	23038	WDTC1	chr1	27234441	27308636	+
HGNC:25363	84065	TMEM222	chr1	27322163	27336400	+
HGNC:51500	644961	ACTG1P20	chr1	27323874	27326525	+
HGNC:34292	100887744	RNU6-48P	chr1	27325219	27325324	+
HGNC:15584	84958	SYTL1	chr1	27342022	27353932	+
HGNC:6858	9064	MAP3K6	chr1	27355184	27366961	-
HGNC:3625	8547	FCN3	chr1	27369110	27374824	-
HGNC:32043	388611	CD164L2	chr1	27379176	27383333	-
HGNC:4484	2827	GPR3	chr1	27392622	27395814	+
HGNC:12733	10163	WASF2	chr1	27404230	27490167	-
NA	105376892	LOC105376892	chr1	27525777	27530720	+
HGNC:25230	27245	AHDC1	chr1	27534245	27604227	-
