symbol	entrezgene	ensembl_gene_id	mechanism_of_inheritance	syndrome_cui	condition_cui	source	phenotypes	mechanism_of_disease	oncogene	tumor_suppressor	n_trunc_path	n_nontrunc_path	n_nontrunc_benign	benign_missense_rate	path_truncation_rate	confidence_level	id	panel_url	panel_version	panel_name	genename
CEBPA	1050	ENSG00000245848	AD	NA	C0023467	NCGC&PANEL_APP&TCGA_PANCAN_2018	Haemonc;Haematological malignancies pertinent cancer susceptibility; R347; Myeloid Hematological Malignancy; NA	LoF	TRUE	TRUE	1	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	CCAAT enhancer binding protein alpha
CEBPE	1053	ENSG00000092067	AR	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	CCAAT enhancer binding protein epsilon
CENPJ	55835	ENSG00000151849	NA	NA	NA	OTHER		NA	FALSE	FALSE	7	0	10	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	centromere protein J
CEP57	9702	ENSG00000166037	AR	NA	NA	NCGC		LoF	FALSE	FALSE	2	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	centrosomal protein 57
CHEK1	1111	ENSG00000149554	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	checkpoint kinase 1
CHEK2	11200	ENSG00000183765	AD/AR	NA	C0346153	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"breast; Breast Cancer; NA; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Familial breast and or ovarian cancer; GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), Familial ovarian cancer;R207, R347"	LoF	FALSE	TRUE	141	3	2	NA	0.98	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	checkpoint kinase 2
CIB1	10519	ENSG00000185043	AR	NA	NA	PANEL_APP	R230	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	calcium and integrin binding 1
COL7A1	1294	ENSG00000114270	AD/AR	C0014527	NA	TCGA_PANCAN_2018	Squamous Cell Carcinmona (Skin); Epidermolysis bullosa	LoF	FALSE	FALSE	25	16	15	0.48	0.61	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	collagen type VII alpha 1 chain
CREBBP	1387	ENSG00000005339	AD	NA	NA	PANEL_APP	"Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours, Sarcoma;Sarcoma pertinent cancer susceptibility,"	NA	TRUE	TRUE	9	7	21	0.75	0.56	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	CREB binding protein
CSF3R	1441	ENSG00000119535	AD	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility	NA	FALSE	FALSE	1	0	8	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	colony stimulating factor 3 receptor
CTC1	80169	ENSG00000178971	AR	NA	NA	PANEL_APP	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	4	2	12	0.86	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	CST telomere replication complex component 1
CTNNA1	1495	ENSG00000044115	AD	NA	NA	NCGC&OTHER		LoF	FALSE	FALSE	0	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	catenin alpha 1
CTNNB1	1499	ENSG00000168036	AD	NA	NA	NCGC&PANEL_APP	R230	NA	TRUE	FALSE	12	0	1	NA	1	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	catenin beta 1
CTR9	9646	ENSG00000198730	AD	NA	NA	PANEL_APP&TCGA_PANCAN_2018	Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Wilm's Tumor	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"CTR9 homolog, Paf1/RNA polymerase II complex component"
CTRC	11330	ENSG00000162438	NA	NA	NA	NCGC		NA	FALSE	FALSE	2	1	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	chymotrypsin C
CXCR4	7852	ENSG00000121966	AD	NA	NA	CGC_94		NA	TRUE	FALSE	2	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	C-X-C motif chemokine receptor 4
CYLD	1540	ENSG00000083799	AD/AR	C1857941	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"cylindroma; Cylindroma, Spiroadenocarcinoma, Basal Cell Carcinoma; Brooke-Spiegler syndrome; R230"	LoF	FALSE	TRUE	1	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	CYLD lysine 63 deubiquitinase
DDB2	1643	ENSG00000134574	AD/AR	C1848411	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma Pigmentosum (E); Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	TRUE	1	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	damage specific DNA binding protein 2
DDX11	1663	ENSG00000013573	AR	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DEAD/H-box helicase 11
DDX41	51428	ENSG00000183258	AD	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility; R347	NA	FALSE	FALSE	1	1	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DEAD-box helicase 41
DGCR8	54487	ENSG00000128191	AD	NA	NA	PANEL_APP	Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DGCR8 microprocessor complex subunit
DHCR7	1717	ENSG00000172893	AR	NA	NA	OTHER		NA	FALSE	FALSE	22	35	2	0.05	0.39	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	7-dehydrocholesterol reductase
DICER1	23405	ENSG00000100697	AD/AR	C3839822	C1266144	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Childhood;Childhood solid tumours pertinent cancer susceptibility, Familial rhabdomyosarcoma or sarcoma;Familial rhabdoid tumours; Sarcoma;Sarcoma pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; pleuropulmonary blastoma; Pleuropulmonary Blastoma, Cystic Nephroma, Ovarian Sex Cord Tumor; DICER1 syndrome"	LoF	FALSE	TRUE	74	1	24	0.96	0.99	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"dicer 1, ribonuclease III"
DIRAS3	9077	ENSG00000162595	NA	NA	NA	NCGC&PANEL_APP		NA	FALSE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DIRAS family GTPase 3
DIS3	22894	ENSG00000083520	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
DIS3L	115752	ENSG00000166938	AR	NA	NA	OTHER		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DIS3 like exosome 3'-5' exoribonuclease
DIS3L2	129563	ENSG00000144535	AR	C0796113	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; Wilms Tumor; Perlman syndrome"	LoF	FALSE	FALSE	1	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DIS3 like 3'-5' exoribonuclease 2
DKC1	1736	ENSG00000130826	NA	C1148551	NA	PANEL_APP&TCGA_PANCAN_2018	"Acute Myeloid Leukemia, Squamous Cell Carcinoma (Head + Neck, Anorectal); Dyskeratosis congenita; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	LoF	FALSE	FALSE	0	1	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	dyskerin pseudouridine synthase 1
DNAJC21	134218	ENSG00000168724	AR	NA	NA	PANEL_APP	Haemonc;Haematological malignancies pertinent cancer susceptibility	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	DnaJ heat shock protein family (Hsp40) member C21
DOCK8	81704	ENSG00000107099	AR	C1968689	NA	PANEL_APP&TCGA_PANCAN_2018	"Haemonc;Haematological malignancies pertinent cancer susceptibility, ; Squamous Cell Carcinoma, Lymphoma; HyperIgE syndrome"	LoF	FALSE	FALSE	1	0	14	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	dedicator of cytokinesis 8
DROSHA	29102	ENSG00000113360	AD	NA	NA	TCGA_PANCAN_2018	NA	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	drosha ribonuclease III
DTX3L	151636	ENSG00000163840	NA	NA	NA	NCGC		NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	deltex E3 ubiquitin ligase 3L
EGFR	1956	ENSG00000146648	AD	NA	NA	CGC_94&NCGC&TCGA_PANCAN_2018	Non-Small Cell Lung Cancer; NA; NSCLC	GoF	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	epidermal growth factor receptor
ELAC2	60528	ENSG00000006744	NA	NA	NA	PANEL_APP		NA	FALSE	FALSE	0	0	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	elaC ribonuclease Z 2
ELANE	1991	ENSG00000197561	AD	C1859966	NA	PANEL_APP&TCGA_PANCAN_2018	"Haemonc;Haematological malignancies pertinent cancer susceptibility, ; Leukemia; Severe congenital neutropenia"	LoF	FALSE	FALSE	1	5	4	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"elastase, neutrophil expressed"
ELP1	8518	ENSG00000070061	AD	NA	NA	PANEL_APP	"Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359"	NA	FALSE	FALSE	10	1	14	0.93	0.91	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	elongator acetyltransferase complex subunit 1
ENG	2022	ENSG00000106991	AD	C0039445	NA	ACMG_SF30&NCGC&PANEL_APP	GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis)	NA	FALSE	FALSE	45	12	8	0.4	0.79	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	endoglin
EP300	2033	ENSG00000100393	AD	NA	NA	OTHER		NA	FALSE	TRUE	4	4	11	0.73	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	E1A binding protein p300
EPAS1	2034	ENSG00000116016	NA	NA	NA	OTHER		NA	FALSE	FALSE	0	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	endothelial PAS domain protein 1
EPCAM	4072	ENSG00000119888	AD	C2750471	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Young adult onset cancer;Exceptionally young adult onset cancer;Multiple Tumours;Rare tumour predisposition syndromes, Familial breast and or ovarian cancer, GI tract tumours;Familial colon cancer;Multiple bowel polyps;Peutz-Jeghers syndrome;GI tract;Inherited colorectal cancer (with or without polyposis), R210, Familial ovarian cancer;R207, R211;R209; Hereditary Nonpolyposis Colorectal Cancer; Colorectal cancer, hereditary nonpolyposis, type 8"	LoF	TRUE	FALSE	0	0	10	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	epithelial cell adhesion molecule
ERBB2	2064	ENSG00000141736	NA	NA	NA	OTHER		NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	erb-b2 receptor tyrosine kinase 2
ERBB4	2066	ENSG00000178568	AD	NA	NA	CGC_94		NA	TRUE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	erb-b2 receptor tyrosine kinase 4
ERCC1	2067	ENSG00000012061	AR	C1853100	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	"Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; NA; Cerebrooculofacioskeletal syndrome 4"	NA	FALSE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ERCC excision repair 1, endonuclease non-catalytic subunit"
ERCC2	2068	ENSG00000104884	AR	C0268138	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma pigmentosum (D); Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	FALSE	2	3	2	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ERCC excision repair 2, TFIIH core complex helicase subunit"
ERCC3	2071	ENSG00000163161	AR	C0268136	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma pigmentosum (B); Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	FALSE	3	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ERCC excision repair 3, TFIIH core complex helicase subunit"
ERCC4	2072	ENSG00000175595	AR	C0268140&C3808988	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma pigmentosum (F)Fanconi anaemia (Q) ; Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Haemonc;Haematological malignancies pertinent cancer susceptibility; Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	FALSE	0	1	7	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ERCC excision repair 4, endonuclease catalytic subunit"
ERCC5	2073	ENSG00000134899	AR	C0268141	NA	CGC_94&NCGC&PANEL_APP&TCGA_PANCAN_2018	"Basal Cell Carcinoma, Squamous Cell Carcinoma, Melanoma; Xeroderma pigmentosum (G); Carcinoma of unknown primary;Other;Adult solid tumours pertinent cancer susceptibility, Childhood;Childhood solid tumours pertinent cancer susceptibility, Paediatric congenital malformation-dysmorphism-tumour syndrome;Paediatric congenital malformation-dysmorphism-tumour syndromes;Paediatric congenital malformation-dysmorphism-tumour sydromes;R359; skin basal cell, skin squamous cell, melanoma"	LoF	FALSE	FALSE	0	0	14	1	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ERCC excision repair 5, endonuclease"
ERCC6	2074	ENSG00000225830	AD/AR	NA	NA	OTHER		NA	FALSE	FALSE	34	2	18	0.9	0.94	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	"ERCC excision repair 6, chromatin remodeling factor"
ERG	2078	ENSG00000157554	NA	NA	NA	OTHER		NA	TRUE	FALSE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ETS transcription factor ERG
ESR1	2099	ENSG00000091831	NA	NA	NA	PANEL_APP	"Familial breast and or ovarian cancer, Familial ovarian cancer;R207"	NA	TRUE	TRUE	0	0	0	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	estrogen receptor 1
ETV6	2120	ENSG00000139083	AD	C4015537	NA	NCGC&PANEL_APP&TCGA_PANCAN_2018	Haemonc;Haematological malignancies pertinent cancer susceptibility; R347; Pediatric ALL; familial thrombocytopenia and hematologic malignancy	NA	FALSE	TRUE	0	0	1	NA	NA	4	0	https://cpsr.readthedocs.io/en/latest/superpanel.html	3.0	CPSR superpanel of cancer predisposition genes	ETS variant transcription factor 6
